decision_row_index,phase,turn_index,decision_id,decision_type,player_id,attempts,retry_count,fallback_used,validation_errors,selected_action_type,selected_action,latency_ms
26,decision_started,4,mock-2413970733-53b199c1-dec-000013,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
27,decision_resolved,4,mock-2413970733-53b199c1-dec-000013,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},6470
28,decision_started,4,mock-2413970733-53b199c1-dec-000014,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
29,decision_resolved,4,mock-2413970733-53b199c1-dec-000014,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},4445
30,decision_started,5,mock-2413970733-53b199c1-dec-000015,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
31,decision_resolved,5,mock-2413970733-53b199c1-dec-000015,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},3927
32,decision_started,6,mock-2413970733-53b199c1-dec-000016,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
33,decision_resolved,6,mock-2413970733-53b199c1-dec-000016,BUY_OR_AUCTION_DECISION,Grok 4.3,1,0,False,[],,{},7285
34,decision_started,6,mock-2413970733-53b199c1-dec-000017,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
35,decision_resolved,6,mock-2413970733-53b199c1-dec-000017,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},5944
36,decision_started,7,mock-2413970733-53b199c1-dec-000018,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
37,decision_resolved,7,mock-2413970733-53b199c1-dec-000018,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},20925
38,decision_started,7,mock-2413970733-53b199c1-dec-000019,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
39,decision_resolved,7,mock-2413970733-53b199c1-dec-000019,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},8491
40,decision_started,7,mock-2413970733-53b199c1-dec-000020,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
41,decision_resolved,7,mock-2413970733-53b199c1-dec-000020,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},23533
42,decision_started,7,mock-2413970733-53b199c1-dec-000021,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
43,decision_resolved,7,mock-2413970733-53b199c1-dec-000021,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},5371
44,decision_started,7,mock-2413970733-53b199c1-dec-000022,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
45,decision_resolved,7,mock-2413970733-53b199c1-dec-000022,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},12638
46,decision_started,7,mock-2413970733-53b199c1-dec-000023,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
47,decision_resolved,7,mock-2413970733-53b199c1-dec-000023,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},6633
48,decision_started,7,mock-2413970733-53b199c1-dec-000024,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
49,decision_resolved,7,mock-2413970733-53b199c1-dec-000024,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},6820
50,decision_started,8,mock-2413970733-53b199c1-dec-000025,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
51,decision_resolved,8,mock-2413970733-53b199c1-dec-000025,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},6282
52,decision_started,8,mock-2413970733-53b199c1-dec-000026,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
53,decision_resolved,8,mock-2413970733-53b199c1-dec-000026,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},8066
54,decision_started,9,mock-2413970733-53b199c1-dec-000027,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
55,decision_resolved,9,mock-2413970733-53b199c1-dec-000027,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},3857
56,decision_started,9,mock-2413970733-53b199c1-dec-000028,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
57,decision_resolved,9,mock-2413970733-53b199c1-dec-000028,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},4276
58,decision_started,10,mock-2413970733-53b199c1-dec-000029,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
59,decision_resolved,10,mock-2413970733-53b199c1-dec-000029,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},10614
60,decision_started,11,mock-2413970733-53b199c1-dec-000030,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
61,decision_resolved,11,mock-2413970733-53b199c1-dec-000030,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},24025
62,decision_started,11,mock-2413970733-53b199c1-dec-000031,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
63,decision_resolved,11,mock-2413970733-53b199c1-dec-000031,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},6231
64,decision_started,11,mock-2413970733-53b199c1-dec-000032,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
65,decision_resolved,11,mock-2413970733-53b199c1-dec-000032,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},23081
66,decision_started,11,mock-2413970733-53b199c1-dec-000033,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
67,decision_resolved,11,mock-2413970733-53b199c1-dec-000033,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},7454
68,decision_started,11,mock-2413970733-53b199c1-dec-000034,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
69,decision_resolved,11,mock-2413970733-53b199c1-dec-000034,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},23799
70,decision_started,11,mock-2413970733-53b199c1-dec-000035,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
71,decision_resolved,11,mock-2413970733-53b199c1-dec-000035,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},10272
72,decision_started,11,mock-2413970733-53b199c1-dec-000036,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
73,decision_resolved,11,mock-2413970733-53b199c1-dec-000036,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},10228
74,decision_started,12,mock-2413970733-53b199c1-dec-000037,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
75,decision_resolved,12,mock-2413970733-53b199c1-dec-000037,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},6573
76,decision_started,13,mock-2413970733-53b199c1-dec-000038,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
77,decision_resolved,13,mock-2413970733-53b199c1-dec-000038,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},5183
78,decision_started,13,mock-2413970733-53b199c1-dec-000039,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
79,decision_resolved,13,mock-2413970733-53b199c1-dec-000039,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},7264
80,decision_started,14,mock-2413970733-53b199c1-dec-000040,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
81,decision_resolved,14,mock-2413970733-53b199c1-dec-000040,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},5022
82,decision_started,14,mock-2413970733-53b199c1-dec-000041,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
83,decision_resolved,14,mock-2413970733-53b199c1-dec-000041,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},5378
84,decision_started,15,mock-2413970733-53b199c1-dec-000042,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
85,decision_resolved,15,mock-2413970733-53b199c1-dec-000042,BUY_OR_AUCTION_DECISION,Grok 4.3,2,1,False,[],,{},14096
86,decision_started,15,mock-2413970733-53b199c1-dec-000043,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
87,decision_resolved,15,mock-2413970733-53b199c1-dec-000043,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},7449
88,decision_started,17,mock-2413970733-53b199c1-dec-000044,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
89,decision_resolved,17,mock-2413970733-53b199c1-dec-000044,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},9673
90,decision_started,17,mock-2413970733-53b199c1-dec-000045,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
91,decision_resolved,17,mock-2413970733-53b199c1-dec-000045,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},8064
92,decision_started,18,mock-2413970733-53b199c1-dec-000046,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
93,decision_resolved,18,mock-2413970733-53b199c1-dec-000046,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},8283
94,decision_started,19,mock-2413970733-53b199c1-dec-000047,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
95,decision_resolved,19,mock-2413970733-53b199c1-dec-000047,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},8028
96,decision_started,20,mock-2413970733-53b199c1-dec-000048,JAIL_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
97,decision_resolved,20,mock-2413970733-53b199c1-dec-000048,JAIL_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},6109
98,decision_started,20,mock-2413970733-53b199c1-dec-000049,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
99,decision_resolved,20,mock-2413970733-53b199c1-dec-000049,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},22043
100,decision_started,20,mock-2413970733-53b199c1-dec-000050,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
101,decision_resolved,20,mock-2413970733-53b199c1-dec-000050,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},12905
102,decision_started,20,mock-2413970733-53b199c1-dec-000051,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
103,decision_resolved,20,mock-2413970733-53b199c1-dec-000051,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},39741
104,decision_started,20,mock-2413970733-53b199c1-dec-000052,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
105,decision_resolved,20,mock-2413970733-53b199c1-dec-000052,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},8173
106,decision_started,20,mock-2413970733-53b199c1-dec-000053,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
107,decision_resolved,20,mock-2413970733-53b199c1-dec-000053,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},21994
108,decision_started,20,mock-2413970733-53b199c1-dec-000054,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
109,decision_resolved,20,mock-2413970733-53b199c1-dec-000054,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},7554
110,decision_started,20,mock-2413970733-53b199c1-dec-000055,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
111,decision_resolved,20,mock-2413970733-53b199c1-dec-000055,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},21279
112,decision_started,20,mock-2413970733-53b199c1-dec-000056,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
113,decision_resolved,20,mock-2413970733-53b199c1-dec-000056,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},8143
114,decision_started,20,mock-2413970733-53b199c1-dec-000057,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
115,decision_resolved,20,mock-2413970733-53b199c1-dec-000057,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},23677
116,decision_started,20,mock-2413970733-53b199c1-dec-000058,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
117,decision_resolved,20,mock-2413970733-53b199c1-dec-000058,TRADE_RESPONSE_DECISION,Claude Opus 4.8,2,1,False,[],,{},27009
118,decision_started,20,mock-2413970733-53b199c1-dec-000059,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
119,decision_resolved,20,mock-2413970733-53b199c1-dec-000059,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},13332
120,decision_started,20,mock-2413970733-53b199c1-dec-000060,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
121,decision_resolved,20,mock-2413970733-53b199c1-dec-000060,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},10420
122,decision_started,20,mock-2413970733-53b199c1-dec-000061,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
123,decision_resolved,20,mock-2413970733-53b199c1-dec-000061,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},18334
124,decision_started,20,mock-2413970733-53b199c1-dec-000062,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
125,decision_resolved,20,mock-2413970733-53b199c1-dec-000062,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},5540
126,decision_started,20,mock-2413970733-53b199c1-dec-000063,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
127,decision_resolved,20,mock-2413970733-53b199c1-dec-000063,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},20620
128,decision_started,20,mock-2413970733-53b199c1-dec-000064,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
129,decision_resolved,20,mock-2413970733-53b199c1-dec-000064,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},5399
130,decision_started,20,mock-2413970733-53b199c1-dec-000065,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
131,decision_resolved,20,mock-2413970733-53b199c1-dec-000065,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},14457
132,decision_started,21,mock-2413970733-53b199c1-dec-000066,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
133,decision_resolved,21,mock-2413970733-53b199c1-dec-000066,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},7085
134,decision_started,21,mock-2413970733-53b199c1-dec-000067,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
135,decision_resolved,21,mock-2413970733-53b199c1-dec-000067,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},9601
136,decision_started,22,mock-2413970733-53b199c1-dec-000068,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
137,decision_resolved,22,mock-2413970733-53b199c1-dec-000068,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},8559
138,decision_started,22,mock-2413970733-53b199c1-dec-000069,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
139,decision_resolved,22,mock-2413970733-53b199c1-dec-000069,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},6069
140,decision_started,23,mock-2413970733-53b199c1-dec-000070,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
141,decision_resolved,23,mock-2413970733-53b199c1-dec-000070,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},7231
142,decision_started,24,mock-2413970733-53b199c1-dec-000071,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
143,decision_resolved,24,mock-2413970733-53b199c1-dec-000071,BUY_OR_AUCTION_DECISION,Grok 4.3,2,1,False,[],,{},19431
144,decision_started,24,mock-2413970733-53b199c1-dec-000072,AUCTION_BID_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
145,decision_resolved,24,mock-2413970733-53b199c1-dec-000072,AUCTION_BID_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},8317
146,decision_started,24,mock-2413970733-53b199c1-dec-000073,AUCTION_BID_DECISION,Claude Opus 4.8,0,0,False,[],,{},
147,decision_resolved,24,mock-2413970733-53b199c1-dec-000073,AUCTION_BID_DECISION,Claude Opus 4.8,1,0,False,[],,{},8476
148,decision_started,24,mock-2413970733-53b199c1-dec-000074,AUCTION_BID_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
149,decision_resolved,24,mock-2413970733-53b199c1-dec-000074,AUCTION_BID_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},5312
150,decision_started,24,mock-2413970733-53b199c1-dec-000075,AUCTION_BID_DECISION,Grok 4.3,0,0,False,[],,{},
151,decision_resolved,24,mock-2413970733-53b199c1-dec-000075,AUCTION_BID_DECISION,Grok 4.3,1,0,False,[],,{},6569
152,decision_started,24,mock-2413970733-53b199c1-dec-000076,AUCTION_BID_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
153,decision_resolved,24,mock-2413970733-53b199c1-dec-000076,AUCTION_BID_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},4798
154,decision_started,24,mock-2413970733-53b199c1-dec-000077,AUCTION_BID_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
155,decision_resolved,24,mock-2413970733-53b199c1-dec-000077,AUCTION_BID_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},6530
156,decision_started,24,mock-2413970733-53b199c1-dec-000078,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
157,decision_resolved,24,mock-2413970733-53b199c1-dec-000078,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},10405
158,decision_started,25,mock-2413970733-53b199c1-dec-000079,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
159,decision_resolved,25,mock-2413970733-53b199c1-dec-000079,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},8523
160,decision_started,26,mock-2413970733-53b199c1-dec-000080,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
161,decision_resolved,26,mock-2413970733-53b199c1-dec-000080,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},44860
162,decision_started,26,mock-2413970733-53b199c1-dec-000081,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
163,decision_resolved,26,mock-2413970733-53b199c1-dec-000081,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},6507
164,decision_started,26,mock-2413970733-53b199c1-dec-000082,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
165,decision_resolved,26,mock-2413970733-53b199c1-dec-000082,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},16048
166,decision_started,26,mock-2413970733-53b199c1-dec-000083,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
167,decision_resolved,26,mock-2413970733-53b199c1-dec-000083,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},6218
168,decision_started,26,mock-2413970733-53b199c1-dec-000084,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
169,decision_resolved,26,mock-2413970733-53b199c1-dec-000084,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},48052
170,decision_started,26,mock-2413970733-53b199c1-dec-000085,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
171,decision_resolved,26,mock-2413970733-53b199c1-dec-000085,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},6574
172,decision_started,26,mock-2413970733-53b199c1-dec-000086,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
173,decision_resolved,26,mock-2413970733-53b199c1-dec-000086,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},42094
174,decision_started,26,mock-2413970733-53b199c1-dec-000087,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
175,decision_resolved,26,mock-2413970733-53b199c1-dec-000087,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},7146
176,decision_started,26,mock-2413970733-53b199c1-dec-000088,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
177,decision_resolved,26,mock-2413970733-53b199c1-dec-000088,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},14421
178,decision_started,27,mock-2413970733-53b199c1-dec-000089,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
179,decision_resolved,27,mock-2413970733-53b199c1-dec-000089,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},8610
180,decision_started,28,mock-2413970733-53b199c1-dec-000090,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
181,decision_resolved,28,mock-2413970733-53b199c1-dec-000090,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},5218
182,decision_started,29,mock-2413970733-53b199c1-dec-000091,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
183,decision_resolved,29,mock-2413970733-53b199c1-dec-000091,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},3946
184,decision_started,30,mock-2413970733-53b199c1-dec-000092,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
185,decision_resolved,30,mock-2413970733-53b199c1-dec-000092,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},7215
186,decision_started,31,mock-2413970733-53b199c1-dec-000093,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
187,decision_resolved,31,mock-2413970733-53b199c1-dec-000093,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},3649
188,decision_started,31,mock-2413970733-53b199c1-dec-000094,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
189,decision_resolved,31,mock-2413970733-53b199c1-dec-000094,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},42573
190,decision_started,31,mock-2413970733-53b199c1-dec-000095,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
191,decision_resolved,31,mock-2413970733-53b199c1-dec-000095,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},9100
