schema_version,run_id,thread_type,thread_id,events,decisions
v1,mock-44910-42ec35c5,trade,66,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001309"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 1309, ""turn_index"": 66}]",[]
v1,mock-44910-42ec35c5,trade,68,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001365"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1365, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001370"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1370, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001375"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1375, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001380"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1380, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001385"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1385, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001390"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1390, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001395"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1395, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001400"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1400, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001405"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1405, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001410"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1410, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001415"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1415, ""turn_index"": 68}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001420"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1420, ""turn_index"": 68}]",[]
v1,mock-44910-42ec35c5,trade,70,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001447"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 1447, ""turn_index"": 70}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001452"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 1452, ""turn_index"": 70}]",[]
v1,mock-44910-42ec35c5,trade,76,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001543"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1543, ""turn_index"": 76}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001548"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1548, ""turn_index"": 76}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001553"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1553, ""turn_index"": 76}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001558"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1558, ""turn_index"": 76}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001569"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1569, ""turn_index"": 76}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001574"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1574, ""turn_index"": 76}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001579"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 Mini"", ""seq"": 1579, ""turn_index"": 76}]",[]
v1,mock-44910-42ec35c5,trade,78,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001625"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 1625, ""turn_index"": 78}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001630"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 1630, ""turn_index"": 78}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001635"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 1635, ""turn_index"": 78}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-001640"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 1640, ""turn_index"": 78}]",[]
v1,mock-44910-42ec35c5,trade,119,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002169"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2169, ""turn_index"": 119}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002174"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2174, ""turn_index"": 119}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002179"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2179, ""turn_index"": 119}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002184"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2184, ""turn_index"": 119}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002194"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2194, ""turn_index"": 119}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002199"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2199, ""turn_index"": 119}]",[]
v1,mock-44910-42ec35c5,trade,124,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002285"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2285, ""turn_index"": 124}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002290"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2290, ""turn_index"": 124}]",[]
v1,mock-44910-42ec35c5,trade,140,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002487"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2487, ""turn_index"": 140}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002492"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2492, ""turn_index"": 140}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002497"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2497, ""turn_index"": 140}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002502"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2502, ""turn_index"": 140}]",[]
v1,mock-44910-42ec35c5,trade,143,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002552"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2552, ""turn_index"": 143}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002557"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2557, ""turn_index"": 143}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002562"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2562, ""turn_index"": 143}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002567"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2567, ""turn_index"": 143}]",[]
v1,mock-44910-42ec35c5,trade,164,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002798"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2798, ""turn_index"": 164}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002803"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2803, ""turn_index"": 164}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002808"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2808, ""turn_index"": 164}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002813"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2813, ""turn_index"": 164}]",[]
v1,mock-44910-42ec35c5,trade,167,"[{""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002865"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2865, ""turn_index"": 167}, {""decision_id"": null, ""event_id"": ""mock-44910-42ec35c5-evt-002870"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""Gemini 3 Flash Preview"", ""seq"": 2870, ""turn_index"": 167}]",[]
