decision_row_index,phase,turn_index,decision_id,decision_type,player_id,attempts,retry_count,fallback_used,validation_errors,selected_action_type,selected_action,latency_ms
14,decision_started,4,mock-24591-46c1eb90-dec-000007,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
15,decision_resolved,4,mock-24591-46c1eb90-dec-000007,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},3242
16,decision_started,5,mock-24591-46c1eb90-dec-000008,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
17,decision_resolved,5,mock-24591-46c1eb90-dec-000008,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},24900
18,decision_started,5,mock-24591-46c1eb90-dec-000009,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
19,decision_resolved,5,mock-24591-46c1eb90-dec-000009,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},8851
20,decision_started,6,mock-24591-46c1eb90-dec-000010,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
21,decision_resolved,6,mock-24591-46c1eb90-dec-000010,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},3053
22,decision_started,7,mock-24591-46c1eb90-dec-000011,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
23,decision_resolved,7,mock-24591-46c1eb90-dec-000011,BUY_OR_AUCTION_DECISION,Grok 4.3,1,0,False,[],,{},10444
24,decision_started,7,mock-24591-46c1eb90-dec-000012,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
25,decision_resolved,7,mock-24591-46c1eb90-dec-000012,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},8186
26,decision_started,7,mock-24591-46c1eb90-dec-000013,AUCTION_BID_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
27,decision_resolved,7,mock-24591-46c1eb90-dec-000013,AUCTION_BID_DECISION,Claude Haiku 4.5,1,0,False,[],,{},12635
28,decision_started,7,mock-24591-46c1eb90-dec-000014,AUCTION_BID_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
29,decision_resolved,7,mock-24591-46c1eb90-dec-000014,AUCTION_BID_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},2429
30,decision_started,7,mock-24591-46c1eb90-dec-000015,AUCTION_BID_DECISION,Grok 4.3,0,0,False,[],,{},
31,decision_resolved,7,mock-24591-46c1eb90-dec-000015,AUCTION_BID_DECISION,Grok 4.3,1,0,False,[],,{},9344
32,decision_started,7,mock-24591-46c1eb90-dec-000016,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
33,decision_resolved,7,mock-24591-46c1eb90-dec-000016,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},8034
34,decision_started,7,mock-24591-46c1eb90-dec-000017,AUCTION_BID_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
35,decision_resolved,7,mock-24591-46c1eb90-dec-000017,AUCTION_BID_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},2102
36,decision_started,7,mock-24591-46c1eb90-dec-000018,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
37,decision_resolved,7,mock-24591-46c1eb90-dec-000018,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},4642
38,decision_started,7,mock-24591-46c1eb90-dec-000019,AUCTION_BID_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
39,decision_resolved,7,mock-24591-46c1eb90-dec-000019,AUCTION_BID_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},2858
40,decision_started,7,mock-24591-46c1eb90-dec-000020,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
41,decision_resolved,7,mock-24591-46c1eb90-dec-000020,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},2064
42,decision_started,7,mock-24591-46c1eb90-dec-000021,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
43,decision_resolved,7,mock-24591-46c1eb90-dec-000021,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},6422
44,decision_started,8,mock-24591-46c1eb90-dec-000022,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
45,decision_resolved,8,mock-24591-46c1eb90-dec-000022,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},2654
46,decision_started,8,mock-24591-46c1eb90-dec-000023,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
47,decision_resolved,8,mock-24591-46c1eb90-dec-000023,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},6550
48,decision_started,9,mock-24591-46c1eb90-dec-000024,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
49,decision_resolved,9,mock-24591-46c1eb90-dec-000024,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},13974
50,decision_started,9,mock-24591-46c1eb90-dec-000025,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
51,decision_resolved,9,mock-24591-46c1eb90-dec-000025,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},14042
52,decision_started,10,mock-24591-46c1eb90-dec-000026,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
53,decision_resolved,10,mock-24591-46c1eb90-dec-000026,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},2096
54,decision_started,10,mock-24591-46c1eb90-dec-000027,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
55,decision_resolved,10,mock-24591-46c1eb90-dec-000027,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},2340
56,decision_started,11,mock-24591-46c1eb90-dec-000028,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
57,decision_resolved,11,mock-24591-46c1eb90-dec-000028,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},7925
58,decision_started,12,mock-24591-46c1eb90-dec-000029,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
59,decision_resolved,12,mock-24591-46c1eb90-dec-000029,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},6433
60,decision_started,12,mock-24591-46c1eb90-dec-000030,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
61,decision_resolved,12,mock-24591-46c1eb90-dec-000030,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},3137
62,decision_started,13,mock-24591-46c1eb90-dec-000031,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
63,decision_resolved,13,mock-24591-46c1eb90-dec-000031,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},14123
64,decision_started,13,mock-24591-46c1eb90-dec-000032,AUCTION_BID_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
65,decision_resolved,13,mock-24591-46c1eb90-dec-000032,AUCTION_BID_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},2686
66,decision_started,13,mock-24591-46c1eb90-dec-000033,AUCTION_BID_DECISION,Grok 4.3,0,0,False,[],,{},
67,decision_resolved,13,mock-24591-46c1eb90-dec-000033,AUCTION_BID_DECISION,Grok 4.3,1,0,False,[],,{},9136
68,decision_started,13,mock-24591-46c1eb90-dec-000034,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
69,decision_resolved,13,mock-24591-46c1eb90-dec-000034,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},5703
70,decision_started,13,mock-24591-46c1eb90-dec-000035,AUCTION_BID_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
71,decision_resolved,13,mock-24591-46c1eb90-dec-000035,AUCTION_BID_DECISION,Claude Haiku 4.5,1,0,False,[],,{},13743
72,decision_started,13,mock-24591-46c1eb90-dec-000036,AUCTION_BID_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
73,decision_resolved,13,mock-24591-46c1eb90-dec-000036,AUCTION_BID_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},1741
74,decision_started,13,mock-24591-46c1eb90-dec-000037,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
75,decision_resolved,13,mock-24591-46c1eb90-dec-000037,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},7044
76,decision_started,13,mock-24591-46c1eb90-dec-000038,AUCTION_BID_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
77,decision_resolved,13,mock-24591-46c1eb90-dec-000038,AUCTION_BID_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},2468
78,decision_started,13,mock-24591-46c1eb90-dec-000039,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
79,decision_resolved,13,mock-24591-46c1eb90-dec-000039,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},7727
80,decision_started,13,mock-24591-46c1eb90-dec-000040,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
81,decision_resolved,13,mock-24591-46c1eb90-dec-000040,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},14698
82,decision_started,14,mock-24591-46c1eb90-dec-000041,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
83,decision_resolved,14,mock-24591-46c1eb90-dec-000041,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},3487
84,decision_started,15,mock-24591-46c1eb90-dec-000042,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
85,decision_resolved,15,mock-24591-46c1eb90-dec-000042,BUY_OR_AUCTION_DECISION,Grok 4.3,1,0,False,[],,{},8082
86,decision_started,15,mock-24591-46c1eb90-dec-000043,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
87,decision_resolved,15,mock-24591-46c1eb90-dec-000043,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},7479
88,decision_started,16,mock-24591-46c1eb90-dec-000044,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
89,decision_resolved,16,mock-24591-46c1eb90-dec-000044,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},3139
90,decision_started,16,mock-24591-46c1eb90-dec-000045,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
91,decision_resolved,16,mock-24591-46c1eb90-dec-000045,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},18578
92,decision_started,16,mock-24591-46c1eb90-dec-000046,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
93,decision_resolved,16,mock-24591-46c1eb90-dec-000046,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},13463
94,decision_started,16,mock-24591-46c1eb90-dec-000047,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
95,decision_resolved,16,mock-24591-46c1eb90-dec-000047,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},11836
96,decision_started,16,mock-24591-46c1eb90-dec-000048,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
97,decision_resolved,16,mock-24591-46c1eb90-dec-000048,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},11367
98,decision_started,16,mock-24591-46c1eb90-dec-000049,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
99,decision_resolved,16,mock-24591-46c1eb90-dec-000049,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},7993
100,decision_started,17,mock-24591-46c1eb90-dec-000050,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
101,decision_resolved,17,mock-24591-46c1eb90-dec-000050,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},9681
102,decision_started,17,mock-24591-46c1eb90-dec-000051,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
103,decision_resolved,17,mock-24591-46c1eb90-dec-000051,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},11123
104,decision_started,17,mock-24591-46c1eb90-dec-000052,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
105,decision_resolved,17,mock-24591-46c1eb90-dec-000052,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},3590
106,decision_started,18,mock-24591-46c1eb90-dec-000053,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
107,decision_resolved,18,mock-24591-46c1eb90-dec-000053,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},13697
108,decision_started,19,mock-24591-46c1eb90-dec-000054,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
109,decision_resolved,19,mock-24591-46c1eb90-dec-000054,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},2440
110,decision_started,19,mock-24591-46c1eb90-dec-000055,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
111,decision_resolved,19,mock-24591-46c1eb90-dec-000055,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},8405
112,decision_started,19,mock-24591-46c1eb90-dec-000056,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
113,decision_resolved,19,mock-24591-46c1eb90-dec-000056,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},3856
114,decision_started,19,mock-24591-46c1eb90-dec-000057,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
115,decision_resolved,19,mock-24591-46c1eb90-dec-000057,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},4066
116,decision_started,20,mock-24591-46c1eb90-dec-000058,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
117,decision_resolved,20,mock-24591-46c1eb90-dec-000058,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},11335
118,decision_started,21,mock-24591-46c1eb90-dec-000059,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
119,decision_resolved,21,mock-24591-46c1eb90-dec-000059,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},3612
120,decision_started,21,mock-24591-46c1eb90-dec-000060,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
121,decision_resolved,21,mock-24591-46c1eb90-dec-000060,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},15607
122,decision_started,21,mock-24591-46c1eb90-dec-000061,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
123,decision_resolved,21,mock-24591-46c1eb90-dec-000061,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},9043
124,decision_started,21,mock-24591-46c1eb90-dec-000062,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
125,decision_resolved,21,mock-24591-46c1eb90-dec-000062,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},7493
126,decision_started,22,mock-24591-46c1eb90-dec-000063,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
127,decision_resolved,22,mock-24591-46c1eb90-dec-000063,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},24536
128,decision_started,23,mock-24591-46c1eb90-dec-000064,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
129,decision_resolved,23,mock-24591-46c1eb90-dec-000064,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},5077
130,decision_started,23,mock-24591-46c1eb90-dec-000065,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
131,decision_resolved,23,mock-24591-46c1eb90-dec-000065,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},5089
132,decision_started,24,mock-24591-46c1eb90-dec-000066,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
133,decision_resolved,24,mock-24591-46c1eb90-dec-000066,BUY_OR_AUCTION_DECISION,Grok 4.3,1,0,False,[],,{},9495
134,decision_started,24,mock-24591-46c1eb90-dec-000067,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
135,decision_resolved,24,mock-24591-46c1eb90-dec-000067,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},7633
136,decision_started,25,mock-24591-46c1eb90-dec-000068,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
137,decision_resolved,25,mock-24591-46c1eb90-dec-000068,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},12511
138,decision_started,26,mock-24591-46c1eb90-dec-000069,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
139,decision_resolved,26,mock-24591-46c1eb90-dec-000069,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},10478
140,decision_started,27,mock-24591-46c1eb90-dec-000070,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
141,decision_resolved,27,mock-24591-46c1eb90-dec-000070,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},7691
142,decision_started,28,mock-24591-46c1eb90-dec-000071,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
143,decision_resolved,28,mock-24591-46c1eb90-dec-000071,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},10863
144,decision_started,28,mock-24591-46c1eb90-dec-000072,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
145,decision_resolved,28,mock-24591-46c1eb90-dec-000072,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},6015
146,decision_started,29,mock-24591-46c1eb90-dec-000073,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
147,decision_resolved,29,mock-24591-46c1eb90-dec-000073,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},12766
148,decision_started,30,mock-24591-46c1eb90-dec-000074,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
149,decision_resolved,30,mock-24591-46c1eb90-dec-000074,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},7656
150,decision_started,30,mock-24591-46c1eb90-dec-000075,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
151,decision_resolved,30,mock-24591-46c1eb90-dec-000075,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},7125
152,decision_started,30,mock-24591-46c1eb90-dec-000076,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
153,decision_resolved,30,mock-24591-46c1eb90-dec-000076,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},5837
154,decision_started,31,mock-24591-46c1eb90-dec-000077,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
155,decision_resolved,31,mock-24591-46c1eb90-dec-000077,BUY_OR_AUCTION_DECISION,Grok 4.3,1,0,False,[],,{},7610
156,decision_started,31,mock-24591-46c1eb90-dec-000078,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
157,decision_resolved,31,mock-24591-46c1eb90-dec-000078,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},9678
158,decision_started,32,mock-24591-46c1eb90-dec-000079,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
159,decision_resolved,32,mock-24591-46c1eb90-dec-000079,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},13044
160,decision_started,33,mock-24591-46c1eb90-dec-000080,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
161,decision_resolved,33,mock-24591-46c1eb90-dec-000080,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},2335
162,decision_started,34,mock-24591-46c1eb90-dec-000081,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
163,decision_resolved,34,mock-24591-46c1eb90-dec-000081,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},21022
164,decision_started,35,mock-24591-46c1eb90-dec-000082,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
165,decision_resolved,35,mock-24591-46c1eb90-dec-000082,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},54373
166,decision_started,35,mock-24591-46c1eb90-dec-000083,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
167,decision_resolved,35,mock-24591-46c1eb90-dec-000083,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,2,1,False,[],,{},21579
168,decision_started,35,mock-24591-46c1eb90-dec-000084,TRADE_RESPONSE_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
169,decision_resolved,35,mock-24591-46c1eb90-dec-000084,TRADE_RESPONSE_DECISION,Claude Haiku 4.5,1,0,False,[],,{},12598
170,decision_started,35,mock-24591-46c1eb90-dec-000085,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
171,decision_resolved,35,mock-24591-46c1eb90-dec-000085,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},16486
172,decision_started,36,mock-24591-46c1eb90-dec-000086,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
173,decision_resolved,36,mock-24591-46c1eb90-dec-000086,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},7164
174,decision_started,36,mock-24591-46c1eb90-dec-000087,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
175,decision_resolved,36,mock-24591-46c1eb90-dec-000087,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},8289
176,decision_started,36,mock-24591-46c1eb90-dec-000088,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
177,decision_resolved,36,mock-24591-46c1eb90-dec-000088,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},9485
178,decision_started,36,mock-24591-46c1eb90-dec-000089,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
179,decision_resolved,36,mock-24591-46c1eb90-dec-000089,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},5777
180,decision_started,37,mock-24591-46c1eb90-dec-000090,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
181,decision_resolved,37,mock-24591-46c1eb90-dec-000090,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},8832
182,decision_started,38,mock-24591-46c1eb90-dec-000091,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
183,decision_resolved,38,mock-24591-46c1eb90-dec-000091,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},7490
184,decision_started,39,mock-24591-46c1eb90-dec-000092,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,0,0,False,[],,{},
185,decision_resolved,39,mock-24591-46c1eb90-dec-000092,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,1,0,False,[],,{},16238
186,decision_started,40,mock-24591-46c1eb90-dec-000093,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
187,decision_resolved,40,mock-24591-46c1eb90-dec-000093,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},9055
188,decision_started,40,mock-24591-46c1eb90-dec-000094,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,0,0,False,[],,{},
189,decision_resolved,40,mock-24591-46c1eb90-dec-000094,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,1,0,False,[],,{},5722
190,decision_started,40,mock-24591-46c1eb90-dec-000095,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,0,0,False,[],,{},
191,decision_resolved,40,mock-24591-46c1eb90-dec-000095,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,1,0,False,[],,{},8802
192,decision_started,40,mock-24591-46c1eb90-dec-000096,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
