decision_id,turn_index,player_id,decision_type,action,attempt_count,invalid_attempts,retry_used,fallback_used,latency_ms,applied,optimality_status
mock-1038910349-f66fa07c-dec-000011,5,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,10859,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000012,5,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7844,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000013,6,OpenAI GPT 5.5,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,3562,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000014,6,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,8597,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000015,6,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,5333,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000016,6,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12187,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000017,7,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4996,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000018,7,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6778,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000019,8,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4448,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000020,8,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,4180,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000021,9,Grok 4.3,JAIL_DECISION,roll_for_doubles,1,0,False,False,8542,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000022,10,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,13472,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000023,10,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6355,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000024,10,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,10616,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000025,10,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,4903,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000026,10,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,11429,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000027,10,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,12581,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000028,10,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,14190,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000029,10,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,10370,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000030,10,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,3684,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000031,11,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4597,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000032,11,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6557,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000033,12,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,3818,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000034,12,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5377,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000035,13,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4109,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000036,13,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6084,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000037,14,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,4846,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000038,15,Grok 4.3,JAIL_DECISION,roll_for_doubles,1,0,False,False,15355,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000039,16,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10754,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000040,17,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,14084,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000041,18,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10626,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000042,19,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4451,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000043,19,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5313,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000044,20,Grok 4.3,JAIL_DECISION,roll_for_doubles,1,0,False,False,9397,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000045,20,Grok 4.3,JAIL_DECISION,pay_jail_fine,1,0,False,False,9568,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000046,20,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,13911,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000047,21,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,13189,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000048,21,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,9361,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000049,21,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,13029,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000050,21,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7838,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000051,21,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,11353,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000052,21,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7329,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000053,21,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12419,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000054,22,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,5691,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000055,22,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10148,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000056,23,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7248,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000057,24,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,3413,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000058,25,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,10510,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000059,25,Grok 4.3,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,20684,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000060,25,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7872,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000061,25,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6949,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000062,26,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,15330,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000063,27,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,7451,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000064,27,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8675,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000065,28,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4725,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000066,28,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7160,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000067,29,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,7954,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000068,29,Grok 4.3,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,13456,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000069,29,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,9409,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000070,29,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,2,1,True,False,14427,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000071,30,OpenAI GPT 5.5,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,2992,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000072,30,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,12782,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000073,30,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,12891,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000074,30,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,20668,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000075,30,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,5618,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000076,30,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,19900,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000077,31,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9703,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000078,32,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8611,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000079,33,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,11855,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000080,33,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6854,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000081,34,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,37842,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000082,35,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5916,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000083,36,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,5200,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000084,36,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8793,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000085,37,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7292,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000086,38,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,8271,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000087,38,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7871,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000088,39,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12262,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000089,40,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,8003,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000090,40,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,18067,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000091,41,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7075,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000092,42,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,11854,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000093,43,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8086,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000094,44,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,34289,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000095,44,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6329,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000096,44,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,20263,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000097,44,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,10331,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000098,44,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,28961,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000099,44,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,10517,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000100,44,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,24966,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000101,44,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,9189,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000102,44,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12912,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000103,45,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,47305,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000104,45,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6015,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000105,45,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,43870,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000106,45,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,4086,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000107,45,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,21401,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000108,46,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,42060,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000109,46,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,2,1,True,False,10824,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000110,46,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,26204,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000111,46,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,4676,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000112,46,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,53744,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000113,46,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,accept_trade,1,0,False,False,7182,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000114,46,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10541,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000115,47,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7219,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000116,48,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,3658,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000117,49,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,7114,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000118,49,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10231,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000119,50,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12171,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000120,51,Claude Opus 4.8,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,20635,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000121,51,Grok 4.3,TRADE_RESPONSE_DECISION,accept_trade,1,0,False,False,11928,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000122,51,Claude Opus 4.8,POST_TURN_ACTION_DECISION,build_houses_or_hotel,1,0,False,False,15607,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000123,51,Claude Opus 4.8,POST_TURN_ACTION_DECISION,build_houses_or_hotel,1,0,False,False,20796,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000124,51,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5979,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000125,52,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7041,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000126,53,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12071,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000127,54,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,65965,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000128,54,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,9113,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000129,54,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,31667,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000130,55,Claude Opus 4.8,POST_TURN_ACTION_DECISION,build_houses_or_hotel,1,0,False,False,14259,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000131,55,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10702,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000132,56,Claude Opus 4.8,POST_TURN_ACTION_DECISION,mortgage_property,1,0,False,False,13247,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000133,56,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9392,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000134,57,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6448,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000135,58,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5480,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000136,59,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,33934,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000137,60,Claude Opus 4.8,POST_TURN_ACTION_DECISION,build_houses_or_hotel,1,0,False,False,15082,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000138,60,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6796,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000139,61,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,4647,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000140,62,Grok 4.3,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,9457,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000141,62,OpenAI GPT 5.5,AUCTION_BID_DECISION,bid_auction,1,0,False,False,13385,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000142,62,Claude Opus 4.8,AUCTION_BID_DECISION,drop_out,1,0,False,False,5007,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000143,62,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,4549,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000144,62,Grok 4.3,AUCTION_BID_DECISION,drop_out,1,0,False,False,5946,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000145,62,OpenAI GPT 5.5,AUCTION_BID_DECISION,bid_auction,1,0,False,False,10846,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000146,62,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,drop_out,1,0,False,False,6335,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000147,62,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6820,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000148,63,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,13171,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000149,65,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,4565,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000150,67,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,5384,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000151,67,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6405,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000152,68,OpenAI GPT 5.5,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,5221,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000153,68,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12105,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000154,69,Claude Opus 4.8,JAIL_DECISION,roll_for_doubles,1,0,False,False,14437,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000155,70,Gemini 3.1 Pro Preview,JAIL_DECISION,roll_for_doubles,1,0,False,False,7013,True,NOT_SCORED_NO_ORACLE
mock-1038910349-f66fa07c-dec-000156,71,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7453,True,NOT_SCORED_NO_ORACLE
