decision_row_index,phase,turn_index,decision_id,decision_type,player_id,attempts,retry_count,fallback_used,validation_errors,selected_action_type,selected_action,latency_ms
17,decision_resolved,4,mock-321229807-87ca99d7-dec-000008,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},2906
18,decision_started,4,mock-321229807-87ca99d7-dec-000009,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
19,decision_resolved,4,mock-321229807-87ca99d7-dec-000009,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},11566
20,decision_started,4,mock-321229807-87ca99d7-dec-000010,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
21,decision_resolved,4,mock-321229807-87ca99d7-dec-000010,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},7119
22,decision_started,4,mock-321229807-87ca99d7-dec-000011,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
23,decision_resolved,4,mock-321229807-87ca99d7-dec-000011,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},16855
24,decision_started,4,mock-321229807-87ca99d7-dec-000012,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
25,decision_resolved,4,mock-321229807-87ca99d7-dec-000012,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,2,1,False,[],,{},12051
26,decision_started,4,mock-321229807-87ca99d7-dec-000013,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
27,decision_resolved,4,mock-321229807-87ca99d7-dec-000013,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},12353
28,decision_started,4,mock-321229807-87ca99d7-dec-000014,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
29,decision_resolved,4,mock-321229807-87ca99d7-dec-000014,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},12891
30,decision_started,4,mock-321229807-87ca99d7-dec-000015,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
31,decision_resolved,4,mock-321229807-87ca99d7-dec-000015,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},5926
32,decision_started,4,mock-321229807-87ca99d7-dec-000016,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
33,decision_resolved,4,mock-321229807-87ca99d7-dec-000016,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},10107
34,decision_started,4,mock-321229807-87ca99d7-dec-000017,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
35,decision_resolved,4,mock-321229807-87ca99d7-dec-000017,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},5498
36,decision_started,4,mock-321229807-87ca99d7-dec-000018,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
37,decision_resolved,4,mock-321229807-87ca99d7-dec-000018,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},11848
38,decision_started,4,mock-321229807-87ca99d7-dec-000019,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
39,decision_resolved,4,mock-321229807-87ca99d7-dec-000019,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},11151
40,decision_started,4,mock-321229807-87ca99d7-dec-000020,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
41,decision_resolved,4,mock-321229807-87ca99d7-dec-000020,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},13440
42,decision_started,4,mock-321229807-87ca99d7-dec-000021,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
43,decision_resolved,4,mock-321229807-87ca99d7-dec-000021,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},7664
44,decision_started,4,mock-321229807-87ca99d7-dec-000022,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
45,decision_resolved,4,mock-321229807-87ca99d7-dec-000022,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},10301
46,decision_started,5,mock-321229807-87ca99d7-dec-000023,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
47,decision_resolved,5,mock-321229807-87ca99d7-dec-000023,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},6399
48,decision_started,6,mock-321229807-87ca99d7-dec-000024,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
49,decision_resolved,6,mock-321229807-87ca99d7-dec-000024,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},3645
50,decision_started,6,mock-321229807-87ca99d7-dec-000025,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
51,decision_resolved,6,mock-321229807-87ca99d7-dec-000025,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},3824
52,decision_started,7,mock-321229807-87ca99d7-dec-000026,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
53,decision_resolved,7,mock-321229807-87ca99d7-dec-000026,BUY_OR_AUCTION_DECISION,Grok 4.3,1,0,False,[],,{},5857
54,decision_started,7,mock-321229807-87ca99d7-dec-000027,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
55,decision_resolved,7,mock-321229807-87ca99d7-dec-000027,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},5168
56,decision_started,8,mock-321229807-87ca99d7-dec-000028,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
57,decision_resolved,8,mock-321229807-87ca99d7-dec-000028,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},4735
58,decision_started,8,mock-321229807-87ca99d7-dec-000029,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
59,decision_resolved,8,mock-321229807-87ca99d7-dec-000029,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},14639
60,decision_started,8,mock-321229807-87ca99d7-dec-000030,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
61,decision_resolved,8,mock-321229807-87ca99d7-dec-000030,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},6888
62,decision_started,8,mock-321229807-87ca99d7-dec-000031,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
63,decision_resolved,8,mock-321229807-87ca99d7-dec-000031,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},11790
64,decision_started,8,mock-321229807-87ca99d7-dec-000032,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
65,decision_resolved,8,mock-321229807-87ca99d7-dec-000032,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},8440
66,decision_started,8,mock-321229807-87ca99d7-dec-000033,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
67,decision_resolved,8,mock-321229807-87ca99d7-dec-000033,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},5613
68,decision_started,8,mock-321229807-87ca99d7-dec-000034,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
69,decision_resolved,8,mock-321229807-87ca99d7-dec-000034,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},13198
70,decision_started,10,mock-321229807-87ca99d7-dec-000035,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
71,decision_resolved,10,mock-321229807-87ca99d7-dec-000035,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},6629
72,decision_started,11,mock-321229807-87ca99d7-dec-000036,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
73,decision_resolved,11,mock-321229807-87ca99d7-dec-000036,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},4684
74,decision_started,12,mock-321229807-87ca99d7-dec-000037,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
75,decision_resolved,12,mock-321229807-87ca99d7-dec-000037,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},14313
76,decision_started,12,mock-321229807-87ca99d7-dec-000038,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
77,decision_resolved,12,mock-321229807-87ca99d7-dec-000038,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},6027
78,decision_started,12,mock-321229807-87ca99d7-dec-000039,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
79,decision_resolved,12,mock-321229807-87ca99d7-dec-000039,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},43333
80,decision_started,12,mock-321229807-87ca99d7-dec-000040,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
81,decision_resolved,12,mock-321229807-87ca99d7-dec-000040,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},10190
82,decision_started,12,mock-321229807-87ca99d7-dec-000041,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
83,decision_resolved,12,mock-321229807-87ca99d7-dec-000041,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},11293
84,decision_started,12,mock-321229807-87ca99d7-dec-000042,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
85,decision_resolved,12,mock-321229807-87ca99d7-dec-000042,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},29783
86,decision_started,12,mock-321229807-87ca99d7-dec-000043,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
87,decision_resolved,12,mock-321229807-87ca99d7-dec-000043,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},13605
88,decision_started,12,mock-321229807-87ca99d7-dec-000044,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
89,decision_resolved,12,mock-321229807-87ca99d7-dec-000044,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},29322
90,decision_started,12,mock-321229807-87ca99d7-dec-000045,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
91,decision_resolved,12,mock-321229807-87ca99d7-dec-000045,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},14526
92,decision_started,12,mock-321229807-87ca99d7-dec-000046,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
93,decision_resolved,12,mock-321229807-87ca99d7-dec-000046,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},59586
94,decision_started,12,mock-321229807-87ca99d7-dec-000047,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
95,decision_resolved,12,mock-321229807-87ca99d7-dec-000047,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},11582
96,decision_started,12,mock-321229807-87ca99d7-dec-000048,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
97,decision_resolved,12,mock-321229807-87ca99d7-dec-000048,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},51292
98,decision_started,12,mock-321229807-87ca99d7-dec-000049,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
99,decision_resolved,12,mock-321229807-87ca99d7-dec-000049,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},4912
100,decision_started,12,mock-321229807-87ca99d7-dec-000050,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
101,decision_resolved,12,mock-321229807-87ca99d7-dec-000050,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},12839
102,decision_started,12,mock-321229807-87ca99d7-dec-000051,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
103,decision_resolved,12,mock-321229807-87ca99d7-dec-000051,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},6450
104,decision_started,12,mock-321229807-87ca99d7-dec-000052,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
105,decision_resolved,12,mock-321229807-87ca99d7-dec-000052,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},41627
106,decision_started,13,mock-321229807-87ca99d7-dec-000053,JAIL_DECISION,Claude Opus 4.8,0,0,False,[],,{},
107,decision_resolved,13,mock-321229807-87ca99d7-dec-000053,JAIL_DECISION,Claude Opus 4.8,1,0,False,[],,{},7663
108,decision_started,13,mock-321229807-87ca99d7-dec-000054,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
109,decision_resolved,13,mock-321229807-87ca99d7-dec-000054,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},7337
110,decision_started,13,mock-321229807-87ca99d7-dec-000055,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
111,decision_resolved,13,mock-321229807-87ca99d7-dec-000055,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},8776
112,decision_started,14,mock-321229807-87ca99d7-dec-000056,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
113,decision_resolved,14,mock-321229807-87ca99d7-dec-000056,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},5119
114,decision_started,14,mock-321229807-87ca99d7-dec-000057,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
115,decision_resolved,14,mock-321229807-87ca99d7-dec-000057,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},4306
116,decision_started,15,mock-321229807-87ca99d7-dec-000058,BUY_OR_AUCTION_DECISION,Grok 4.3,0,0,False,[],,{},
117,decision_resolved,15,mock-321229807-87ca99d7-dec-000058,BUY_OR_AUCTION_DECISION,Grok 4.3,1,0,False,[],,{},9496
118,decision_started,15,mock-321229807-87ca99d7-dec-000059,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
119,decision_resolved,15,mock-321229807-87ca99d7-dec-000059,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},4009
120,decision_started,16,mock-321229807-87ca99d7-dec-000060,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
121,decision_resolved,16,mock-321229807-87ca99d7-dec-000060,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},4348
122,decision_started,16,mock-321229807-87ca99d7-dec-000061,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
123,decision_resolved,16,mock-321229807-87ca99d7-dec-000061,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},53363
124,decision_started,16,mock-321229807-87ca99d7-dec-000062,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
125,decision_resolved,16,mock-321229807-87ca99d7-dec-000062,TRADE_RESPONSE_DECISION,Grok 4.3,2,1,False,[],,{},16307
126,decision_started,16,mock-321229807-87ca99d7-dec-000063,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
127,decision_resolved,16,mock-321229807-87ca99d7-dec-000063,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},26210
128,decision_started,16,mock-321229807-87ca99d7-dec-000064,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
129,decision_resolved,16,mock-321229807-87ca99d7-dec-000064,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},8702
130,decision_started,16,mock-321229807-87ca99d7-dec-000065,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
131,decision_resolved,16,mock-321229807-87ca99d7-dec-000065,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},34279
132,decision_started,16,mock-321229807-87ca99d7-dec-000066,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
133,decision_resolved,16,mock-321229807-87ca99d7-dec-000066,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},12168
134,decision_started,16,mock-321229807-87ca99d7-dec-000067,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
135,decision_resolved,16,mock-321229807-87ca99d7-dec-000067,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},14263
136,decision_started,16,mock-321229807-87ca99d7-dec-000068,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
137,decision_resolved,16,mock-321229807-87ca99d7-dec-000068,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},7176
138,decision_started,16,mock-321229807-87ca99d7-dec-000069,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
139,decision_resolved,16,mock-321229807-87ca99d7-dec-000069,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},13310
140,decision_started,16,mock-321229807-87ca99d7-dec-000070,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
141,decision_resolved,16,mock-321229807-87ca99d7-dec-000070,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},17381
142,decision_started,17,mock-321229807-87ca99d7-dec-000071,POST_TURN_ACTION_DECISION,Claude Opus 4.8,0,0,False,[],,{},
143,decision_resolved,17,mock-321229807-87ca99d7-dec-000071,POST_TURN_ACTION_DECISION,Claude Opus 4.8,1,0,False,[],,{},8365
144,decision_started,18,mock-321229807-87ca99d7-dec-000072,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
145,decision_resolved,18,mock-321229807-87ca99d7-dec-000072,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},4193
146,decision_started,18,mock-321229807-87ca99d7-dec-000073,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
147,decision_resolved,18,mock-321229807-87ca99d7-dec-000073,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},4116
148,decision_started,19,mock-321229807-87ca99d7-dec-000074,POST_TURN_ACTION_DECISION,Grok 4.3,0,0,False,[],,{},
149,decision_resolved,19,mock-321229807-87ca99d7-dec-000074,POST_TURN_ACTION_DECISION,Grok 4.3,1,0,False,[],,{},7316
150,decision_started,20,mock-321229807-87ca99d7-dec-000075,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
151,decision_resolved,20,mock-321229807-87ca99d7-dec-000075,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},4759
152,decision_started,20,mock-321229807-87ca99d7-dec-000076,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
153,decision_resolved,20,mock-321229807-87ca99d7-dec-000076,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},18711
154,decision_started,20,mock-321229807-87ca99d7-dec-000077,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
155,decision_resolved,20,mock-321229807-87ca99d7-dec-000077,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},66049
156,decision_started,20,mock-321229807-87ca99d7-dec-000078,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
157,decision_resolved,20,mock-321229807-87ca99d7-dec-000078,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},10230
158,decision_started,20,mock-321229807-87ca99d7-dec-000079,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
159,decision_resolved,20,mock-321229807-87ca99d7-dec-000079,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},33186
160,decision_started,20,mock-321229807-87ca99d7-dec-000080,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
161,decision_resolved,20,mock-321229807-87ca99d7-dec-000080,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},8928
162,decision_started,20,mock-321229807-87ca99d7-dec-000081,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
163,decision_resolved,20,mock-321229807-87ca99d7-dec-000081,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},35377
164,decision_started,20,mock-321229807-87ca99d7-dec-000082,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
165,decision_resolved,20,mock-321229807-87ca99d7-dec-000082,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},4477
166,decision_started,20,mock-321229807-87ca99d7-dec-000083,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
167,decision_resolved,20,mock-321229807-87ca99d7-dec-000083,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},25839
168,decision_started,20,mock-321229807-87ca99d7-dec-000084,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
169,decision_resolved,20,mock-321229807-87ca99d7-dec-000084,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},8867
170,decision_started,20,mock-321229807-87ca99d7-dec-000085,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
171,decision_resolved,20,mock-321229807-87ca99d7-dec-000085,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},27721
172,decision_started,20,mock-321229807-87ca99d7-dec-000086,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
173,decision_resolved,20,mock-321229807-87ca99d7-dec-000086,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},4593
174,decision_started,20,mock-321229807-87ca99d7-dec-000087,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
175,decision_resolved,20,mock-321229807-87ca99d7-dec-000087,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},13850
176,decision_started,21,mock-321229807-87ca99d7-dec-000088,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
177,decision_resolved,21,mock-321229807-87ca99d7-dec-000088,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},33168
178,decision_started,21,mock-321229807-87ca99d7-dec-000089,TRADE_RESPONSE_DECISION,Claude Opus 4.8,0,0,False,[],,{},
179,decision_resolved,21,mock-321229807-87ca99d7-dec-000089,TRADE_RESPONSE_DECISION,Claude Opus 4.8,1,0,False,[],,{},13936
180,decision_started,21,mock-321229807-87ca99d7-dec-000090,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
181,decision_resolved,21,mock-321229807-87ca99d7-dec-000090,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},46927
182,decision_started,21,mock-321229807-87ca99d7-dec-000091,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
183,decision_resolved,21,mock-321229807-87ca99d7-dec-000091,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},4960
184,decision_started,21,mock-321229807-87ca99d7-dec-000092,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
185,decision_resolved,21,mock-321229807-87ca99d7-dec-000092,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},19880
186,decision_started,21,mock-321229807-87ca99d7-dec-000093,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,0,0,False,[],,{},
187,decision_resolved,21,mock-321229807-87ca99d7-dec-000093,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,1,0,False,[],,{},5504
188,decision_started,21,mock-321229807-87ca99d7-dec-000094,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,0,0,False,[],,{},
189,decision_resolved,21,mock-321229807-87ca99d7-dec-000094,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,1,0,False,[],,{},57322
190,decision_started,21,mock-321229807-87ca99d7-dec-000095,TRADE_RESPONSE_DECISION,Grok 4.3,0,0,False,[],,{},
191,decision_resolved,21,mock-321229807-87ca99d7-dec-000095,TRADE_RESPONSE_DECISION,Grok 4.3,1,0,False,[],,{},6099
