call_index,run_id,decision_id,attempt_index,turn_index,decision_type,player_id,openrouter_model_id,model_display_name,finish_reason,accounting_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,cached_tokens,cost,latency_ms,retry_used,fallback_used,fallback_reason,error_type,openrouter_status_code,generation_id
347,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000344,0,131,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3785,2999,2931,6784,0,0.01633425,36534,False,False,,,200,gen-1783401448-7K5uKbb2tdD9hMIzCJy2
156,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000155,0,57,TRADE_RESPONSE_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,5165,3659,1679,8824,0,0.02346,36225,False,False,,,200,gen-1783398772-bPrPcJ4ZMQ9qmgscIgCD
313,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000311,0,124,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3508,3130,3048,6638,0,0.016716,35971,False,False,,,200,gen-1783400920-XwBBNJlNGeBoccDHHlks
314,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000312,0,124,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3599,3748,3624,7347,0,0.01956525,35369,False,False,,,200,gen-1783400957-xWWigFDEsnhgLO6K04Pq
288,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000287,0,117,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3479,2330,2259,5809,0,0.01309425,35221,False,False,,,200,gen-1783400548-pxOwffHFVoZTTw66FKuR
261,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000260,0,106,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3641,2410,2311,6051,0,0.01357575,34117,False,False,,,200,gen-1783400001-GJGfqUjJmZnmU3RkYlUc
171,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000170,0,59,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3932,3424,3360,7356,0,0.018357,33451,False,False,,,200,gen-1783398954-0vbp9uMbwa58iqKZVz7D
297,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000295,0,118,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3415,1329,1224,4744,0,0.00854175,32422,False,False,,,200,gen-1783400735-QheDS3XDqJAcIvnkWtGd
231,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000230,0,88,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3450,1940,1876,5390,0,0.0113175,31532,False,False,,,200,gen-1783399659-aia1czcwYtoVph0eqDMX
272,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000271,0,109,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3651,3513,3430,7164,0,0.01854675,30851,False,False,,,200,gen-1783400281-x42qRbpEjBiJLHvdVh3J
104,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000103,0,42,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3393,2739,2588,6132,0,0.01487025,30559,False,False,,,200,gen-1783398155-NOxeDRcPNoNis5h36ona
264,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000263,0,106,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3912,2089,1999,6001,0,0.0123345,28902,False,False,,,200,gen-1783400136-IddnZQiIacTfoq9iYdKr
287,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000286,0,117,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3689,1307,1225,4996,0,0.00864825,28861,False,False,,,200,gen-1783400518-hI5uiHcbRwGy3M1kAF22
352,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000348,0,134,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3670,2462,2361,6132,0,0.0138315,28275,False,False,,,200,gen-1783401530-0w9gk2bEgt2ibNJPvMHr
113,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000112,0,44,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3815,2061,1919,5876,0,0.01213575,25975,False,False,,,200,gen-1783398280-8NPyuyQrxeyBssLk9xEY
327,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000325,0,126,TRADE_RESPONSE_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,5210,2827,1173,8037,0,0.019345,25703,False,False,,,200,gen-1783401158-uziJUm6w6XNe3oRiw4ta
115,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000114,0,44,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3968,2079,2009,6047,0,0.0123315,25383,False,False,,,200,gen-1783398315-vBd0kg2BYIIOaoitrDGy
248,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000247,0,99,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,4596,5721,5429,10317,0,0.058383,25184,False,False,,,200,gen-1783399855-YHvomJ5a7LNi4PHjt8gp
8,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000008,0,5,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,2151,2534,1073,4685,0,0.014821,24900,False,False,,,200,gen-1783397259-E2rSMEVlzEczr6Y2qSRI
63,mock-24591-46c1eb90,mock-24591-46c1eb90-dec-000063,0,22,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4377,2005,833,6382,0,0.014402,24536,False,False,,,200,gen-1783397702-UprU2wgeEY7DoITYbsxj
