schema_version,run_id,thread_type,thread_id,events,decisions
v1,mock-24591-46c1eb90,trade,44,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000776"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 776, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000810"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 810, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000815"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 815, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000820"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 820, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000825"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 825, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000830"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 830, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000835"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 835, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000840"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 840, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000845"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 845, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000850"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 850, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000855"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 855, ""turn_index"": 44}]",[]
v1,mock-24591-46c1eb90,trade,3,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000791"", ""event_type"": ""TRADE_COUNTERED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 791, ""turn_index"": 44}]",[]
v1,mock-24591-46c1eb90,trade,4,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000796"", ""event_type"": ""TRADE_COUNTERED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 796, ""turn_index"": 44}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000801"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 801, ""turn_index"": 44}]",[]
v1,mock-24591-46c1eb90,trade,52,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000956"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 956, ""turn_index"": 52}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000961"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 961, ""turn_index"": 52}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000966"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 966, ""turn_index"": 52}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000971"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 971, ""turn_index"": 52}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000976"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 976, ""turn_index"": 52}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-000981"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 981, ""turn_index"": 52}]",[]
v1,mock-24591-46c1eb90,trade,57,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001041"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1041, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001046"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1046, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001051"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1051, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001056"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1056, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001061"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1061, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001066"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1066, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001071"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1071, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001076"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1076, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001081"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1081, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001086"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1086, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001097"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1097, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001102"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1102, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001107"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1107, ""turn_index"": 57}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001112"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1112, ""turn_index"": 57}]",[]
v1,mock-24591-46c1eb90,trade,62,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001222"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1222, ""turn_index"": 62}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001227"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1227, ""turn_index"": 62}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001232"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1232, ""turn_index"": 62}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001237"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1237, ""turn_index"": 62}]",[]
v1,mock-24591-46c1eb90,trade,99,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001794"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1794, ""turn_index"": 99}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001799"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1799, ""turn_index"": 99}]",[]
v1,mock-24591-46c1eb90,trade,102,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001837"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1837, ""turn_index"": 102}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001842"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 1842, ""turn_index"": 102}]",[]
v1,mock-24591-46c1eb90,trade,106,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001898"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 mini"", ""seq"": 1898, ""turn_index"": 106}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001903"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.4 mini"", ""seq"": 1903, ""turn_index"": 106}]",[]
v1,mock-24591-46c1eb90,trade,109,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001947"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 mini"", ""seq"": 1947, ""turn_index"": 109}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001952"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 mini"", ""seq"": 1952, ""turn_index"": 109}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-001957"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 mini"", ""seq"": 1957, ""turn_index"": 109}]",[]
v1,mock-24591-46c1eb90,trade,123,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002261"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2261, ""turn_index"": 123}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002266"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2266, ""turn_index"": 123}]",[]
v1,mock-24591-46c1eb90,trade,126,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002336"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2336, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002341"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2341, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002346"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2346, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002351"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2351, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002368"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2368, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002373"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2373, ""turn_index"": 126}]",[]
v1,mock-24591-46c1eb90,trade,129,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002418"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2418, ""turn_index"": 129}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002423"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2423, ""turn_index"": 129}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002428"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2428, ""turn_index"": 129}]",[]
v1,mock-24591-46c1eb90,trade,131,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002486"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.4 mini"", ""seq"": 2486, ""turn_index"": 131}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002491"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.4 mini"", ""seq"": 2491, ""turn_index"": 131}]",[]
v1,mock-24591-46c1eb90,trade,139,"[{""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002641"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2641, ""turn_index"": 139}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002646"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2646, ""turn_index"": 139}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002655"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2655, ""turn_index"": 139}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002660"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2660, ""turn_index"": 139}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002665"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2665, ""turn_index"": 139}, {""decision_id"": null, ""event_id"": ""mock-24591-46c1eb90-evt-002670"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""Gemini 3.5 Flash"", ""seq"": 2670, ""turn_index"": 139}]",[]
