evidence_id,run_id,turn_index,decision_id,player_id,decision_type,chosen_action,event_seq_start,event_seq_end,action_path,decision_path,prompt_path,response_path,quality_response_path,snapshot_path,review_path,citation_status
mock-24591-46c1eb90-review-000013,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000013,Claude Haiku 4.5,AUCTION_BID_DECISION,drop_out,103,107,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000013_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000013_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000013_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000014,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000014,Gemini 3.5 Flash,AUCTION_BID_DECISION,bid_auction,108,112,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000014_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000014_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000014_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000015,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000015,Grok 4.3,AUCTION_BID_DECISION,drop_out,113,117,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000015_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000015_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000015_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000016,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000016,OpenAI GPT 5.4 mini,AUCTION_BID_DECISION,bid_auction,118,122,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000016_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000016_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000016_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000017,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000017,Gemini 3.5 Flash,AUCTION_BID_DECISION,bid_auction,123,127,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000017_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000017_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000017_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000018,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000018,OpenAI GPT 5.4 mini,AUCTION_BID_DECISION,bid_auction,128,132,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000018_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000018_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000018_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000019,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000019,Gemini 3.5 Flash,AUCTION_BID_DECISION,bid_auction,133,137,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000019_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000019_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000019_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000020,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000020,OpenAI GPT 5.4 mini,AUCTION_BID_DECISION,drop_out,138,145,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000020_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000020_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000020_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000021,mock-24591-46c1eb90,7,mock-24591-46c1eb90-dec-000021,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,146,149,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000021_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000021_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000021_response.txt,run/state/turn_0007.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000022,mock-24591-46c1eb90,8,mock-24591-46c1eb90-dec-000022,OpenAI GPT 5.4 mini,BUY_OR_AUCTION_DECISION,buy_property,154,159,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000022_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000022_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000022_response.txt,run/state/turn_0008.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000023,mock-24591-46c1eb90,8,mock-24591-46c1eb90-dec-000023,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,end_turn,160,163,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000023_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000023_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000023_response.txt,run/state/turn_0008.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000024,mock-24591-46c1eb90,9,mock-24591-46c1eb90-dec-000024,Claude Haiku 4.5,BUY_OR_AUCTION_DECISION,buy_property,168,173,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000024_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000024_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000024_response.txt,run/state/turn_0009.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000025,mock-24591-46c1eb90,9,mock-24591-46c1eb90-dec-000025,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,174,177,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000025_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000025_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000025_response.txt,run/state/turn_0009.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000026,mock-24591-46c1eb90,10,mock-24591-46c1eb90-dec-000026,Gemini 3.5 Flash,BUY_OR_AUCTION_DECISION,buy_property,182,187,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000026_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000026_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000026_response.txt,run/state/turn_0010.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000027,mock-24591-46c1eb90,10,mock-24591-46c1eb90-dec-000027,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,end_turn,188,191,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000027_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000027_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000027_response.txt,run/state/turn_0010.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000028,mock-24591-46c1eb90,11,mock-24591-46c1eb90-dec-000028,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,199,202,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000028_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000028_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000028_response.txt,run/state/turn_0011.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000029,mock-24591-46c1eb90,12,mock-24591-46c1eb90-dec-000029,OpenAI GPT 5.4 mini,BUY_OR_AUCTION_DECISION,buy_property,207,212,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000029_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000029_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000029_response.txt,run/state/turn_0012.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000030,mock-24591-46c1eb90,12,mock-24591-46c1eb90-dec-000030,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,end_turn,213,216,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000030_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000030_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000030_response.txt,run/state/turn_0012.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000031,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000031,Claude Haiku 4.5,BUY_OR_AUCTION_DECISION,start_auction,223,227,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000031_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000031_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000031_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000032,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000032,Gemini 3.5 Flash,AUCTION_BID_DECISION,bid_auction,228,232,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000032_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000032_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000032_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000033,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000033,Grok 4.3,AUCTION_BID_DECISION,drop_out,233,237,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000033_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000033_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000033_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000034,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000034,OpenAI GPT 5.4 mini,AUCTION_BID_DECISION,bid_auction,238,242,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000034_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000034_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000034_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000035,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000035,Claude Haiku 4.5,AUCTION_BID_DECISION,drop_out,243,247,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000035_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000035_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000035_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000036,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000036,Gemini 3.5 Flash,AUCTION_BID_DECISION,bid_auction,248,252,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000036_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000036_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000036_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000037,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000037,OpenAI GPT 5.4 mini,AUCTION_BID_DECISION,bid_auction,253,257,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000037_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000037_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000037_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000038,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000038,Gemini 3.5 Flash,AUCTION_BID_DECISION,bid_auction,258,262,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000038_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000038_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000038_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000039,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000039,OpenAI GPT 5.4 mini,AUCTION_BID_DECISION,drop_out,263,270,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000039_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000039_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000039_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000040,mock-24591-46c1eb90,13,mock-24591-46c1eb90-dec-000040,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,271,274,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000040_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000040_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000040_response.txt,run/state/turn_0013.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000041,mock-24591-46c1eb90,14,mock-24591-46c1eb90-dec-000041,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,end_turn,282,285,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000041_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000041_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000041_response.txt,run/state/turn_0014.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000042,mock-24591-46c1eb90,15,mock-24591-46c1eb90-dec-000042,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,290,295,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000042_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000042_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000042_response.txt,run/state/turn_0015.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000043,mock-24591-46c1eb90,15,mock-24591-46c1eb90-dec-000043,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,296,299,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000043_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000043_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000043_response.txt,run/state/turn_0015.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000044,mock-24591-46c1eb90,16,mock-24591-46c1eb90-dec-000044,OpenAI GPT 5.4 mini,BUY_OR_AUCTION_DECISION,buy_property,304,309,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000044_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000044_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000044_response.txt,run/state/turn_0016.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000045,mock-24591-46c1eb90,16,mock-24591-46c1eb90-dec-000045,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,propose_trade,310,314,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000045_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000045_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000045_response.txt,run/state/turn_0016.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000046,mock-24591-46c1eb90,16,mock-24591-46c1eb90-dec-000046,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,315,319,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000046_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000046_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000046_response.txt,run/state/turn_0016.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000047,mock-24591-46c1eb90,16,mock-24591-46c1eb90-dec-000047,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,propose_trade,320,324,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000047_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000047_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000047_response.txt,run/state/turn_0016.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000048,mock-24591-46c1eb90,16,mock-24591-46c1eb90-dec-000048,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,325,329,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000048_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000048_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000048_response.txt,run/state/turn_0016.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000049,mock-24591-46c1eb90,16,mock-24591-46c1eb90-dec-000049,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,end_turn,330,333,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000049_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000049_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000049_response.txt,run/state/turn_0016.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000050,mock-24591-46c1eb90,17,mock-24591-46c1eb90-dec-000050,OpenAI GPT 5.4 mini,BUY_OR_AUCTION_DECISION,buy_property,338,343,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000050_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000050_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000050_response.txt,run/state/turn_0017.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000051,mock-24591-46c1eb90,17,mock-24591-46c1eb90-dec-000051,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,mortgage_property,344,349,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000051_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000051_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000051_response.txt,run/state/turn_0017.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000052,mock-24591-46c1eb90,17,mock-24591-46c1eb90-dec-000052,OpenAI GPT 5.4 mini,POST_TURN_ACTION_DECISION,end_turn,350,353,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000052_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000052_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000052_response.txt,run/state/turn_0017.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000053,mock-24591-46c1eb90,18,mock-24591-46c1eb90-dec-000053,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,359,362,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000053_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000053_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000053_response.txt,run/state/turn_0018.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000054,mock-24591-46c1eb90,19,mock-24591-46c1eb90-dec-000054,Gemini 3.5 Flash,BUY_OR_AUCTION_DECISION,buy_property,367,372,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000054_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000054_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000054_response.txt,run/state/turn_0019.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000055,mock-24591-46c1eb90,19,mock-24591-46c1eb90-dec-000055,Gemini 3.5 Flash,POST_TURN_ACTION_DECISION,propose_trade,373,377,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000055_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000055_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000055_response.txt,run/state/turn_0019.json,analysis/review/chronological_turn_review.md,resolved
mock-24591-46c1eb90-review-000056,mock-24591-46c1eb90,19,mock-24591-46c1eb90-dec-000056,OpenAI GPT 5.4 mini,TRADE_RESPONSE_DECISION,reject_trade,378,382,run/actions.jsonl,run/decisions.jsonl,run/prompts/decision_mock-24591-46c1eb90-dec-000056_user.json,run/prompts/decision_mock-24591-46c1eb90-dec-000056_response.json,quality_check/decision_mock-24591-46c1eb90-dec-000056_response.txt,run/state/turn_0019.json,analysis/review/chronological_turn_review.md,resolved
