decision_id,turn_index,turn_decision_ordinal,player_id,decision_type,action_id,action_type,action_args_json,resolution_status,valid,attempt_count,invalid_attempt_count,retry_count,retry_status,fallback_used,fallback_reason,event_seq_start,event_seq_end,event_ids_json,decision_started_sources_json,decision_resolved_source,action_source,attempt_sources_json,prompt_response_sources_json,snapshot_source,review_block_id,mechanism_tags_json,has_public_message,has_private_thought,qualitative_synopsis,evidence_ids_json
mock-83265-81ed4937-dec-000010,6,1,Claude Opus 4.8,POST_TURN_ACTION_DECISION,mock-83265-81ed4937-dec-000010,end_turn,{},applied,true,1,0,0,first_attempt,false,,79,82,"[""mock-83265-81ed4937-evt-000079"",""mock-83265-81ed4937-evt-000080"",""mock-83265-81ed4937-evt-000081"",""mock-83265-81ed4937-evt-000082""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000010_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000010-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000010_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000010_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000010_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000010_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000010_response.txt""]",run/state/turn_0006.json,RB-006-008,"[""routine-turn-management""]",true,true,"Claude Opus 4.8 chose end_turn in POST_TURN_ACTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000010"",""E-ACT-000010"",""E-ATT-000010-A0"",""E-EVT-000079"",""E-EVT-000080"",""E-EVT-000081"",""E-EVT-000082""]"
mock-83265-81ed4937-dec-000011,7,0,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,mock-83265-81ed4937-dec-000011,end_turn,{},applied,true,1,0,0,first_attempt,false,,90,93,"[""mock-83265-81ed4937-evt-000090"",""mock-83265-81ed4937-evt-000091"",""mock-83265-81ed4937-evt-000092"",""mock-83265-81ed4937-evt-000093""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000011_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000011-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000011_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000011_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000011_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000011_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000011_response.txt""]",run/state/turn_0007.json,RB-006-008,"[""routine-turn-management""]",true,true,"Gemini 3.1 Pro Preview chose end_turn in POST_TURN_ACTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000011"",""E-ACT-000011"",""E-ATT-000011-A0"",""E-EVT-000090"",""E-EVT-000091"",""E-EVT-000092"",""E-EVT-000093""]"
mock-83265-81ed4937-dec-000012,8,0,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,mock-83265-81ed4937-dec-000012,buy_property,{},applied,true,1,0,0,first_attempt,false,,100,105,"[""mock-83265-81ed4937-evt-000100"",""mock-83265-81ed4937-evt-000101"",""mock-83265-81ed4937-evt-000102"",""mock-83265-81ed4937-evt-000103"",""mock-83265-81ed4937-evt-000104"",""mock-83265-81ed4937-evt-000105""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000012_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000012-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000012_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000012_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000012_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000012_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000012_response.txt""]",run/state/turn_0008.json,RB-006-008,"[""buy-property"",""cash-changed"",""property-purchased""]",true,true,"Gemini 3.1 Pro Preview chose buy_property in BUY_OR_AUCTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000012"",""E-ACT-000012"",""E-ATT-000012-A0"",""E-EVT-000100"",""E-EVT-000101"",""E-EVT-000102"",""E-EVT-000103"",""E-EVT-000104"",""E-EVT-000105""]"
mock-83265-81ed4937-dec-000013,8,1,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,mock-83265-81ed4937-dec-000013,end_turn,{},applied,true,1,0,0,first_attempt,false,,106,109,"[""mock-83265-81ed4937-evt-000106"",""mock-83265-81ed4937-evt-000107"",""mock-83265-81ed4937-evt-000108"",""mock-83265-81ed4937-evt-000109""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000013_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000013-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000013_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000013_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000013_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000013_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000013_response.txt""]",run/state/turn_0008.json,RB-006-008,"[""routine-turn-management""]",true,true,"Gemini 3.1 Pro Preview chose end_turn in POST_TURN_ACTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000013"",""E-ACT-000013"",""E-ATT-000013-A0"",""E-EVT-000106"",""E-EVT-000107"",""E-EVT-000108"",""E-EVT-000109""]"
mock-83265-81ed4937-dec-000014,9,0,Grok 4.3,POST_TURN_ACTION_DECISION,mock-83265-81ed4937-dec-000014,end_turn,{},applied,true,2,1,1,retried,false,,114,117,"[""mock-83265-81ed4937-evt-000114"",""mock-83265-81ed4937-evt-000115"",""mock-83265-81ed4937-evt-000116"",""mock-83265-81ed4937-evt-000117""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000014_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000014-A0"",""E-ATT-000014-A1""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000014_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000014_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000014_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000014_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000014_response.txt"",""run/prompts/decision_mock-83265-81ed4937-dec-000014_retry1_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000014_retry1_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000014_retry1_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000014_retry1_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000014_retry1_response.txt""]",run/state/turn_0009.json,RB-009-011,"[""routine-turn-management""]",true,true,"Grok 4.3 chose end_turn in POST_TURN_ACTION_DECISION; 2 attempt(s), 1 invalid, fallback=False.","[""E-DEC-000014"",""E-ACT-000014"",""E-ATT-000014-A0"",""E-ATT-000014-A1"",""E-EVT-000114"",""E-EVT-000115"",""E-EVT-000116"",""E-EVT-000117""]"
mock-83265-81ed4937-dec-000015,10,0,OpenAI GPT 5.5,BUY_OR_AUCTION_DECISION,mock-83265-81ed4937-dec-000015,buy_property,{},applied,true,1,0,0,first_attempt,false,,122,127,"[""mock-83265-81ed4937-evt-000122"",""mock-83265-81ed4937-evt-000123"",""mock-83265-81ed4937-evt-000124"",""mock-83265-81ed4937-evt-000125"",""mock-83265-81ed4937-evt-000126"",""mock-83265-81ed4937-evt-000127""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000015_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000015-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000015_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000015_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000015_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000015_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000015_response.txt""]",run/state/turn_0010.json,RB-009-011,"[""buy-property"",""cash-changed"",""property-purchased""]",true,true,"OpenAI GPT 5.5 chose buy_property in BUY_OR_AUCTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000015"",""E-ACT-000015"",""E-ATT-000015-A0"",""E-EVT-000122"",""E-EVT-000123"",""E-EVT-000124"",""E-EVT-000125"",""E-EVT-000126"",""E-EVT-000127""]"
mock-83265-81ed4937-dec-000016,10,1,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,mock-83265-81ed4937-dec-000016,end_turn,{},applied,true,1,0,0,first_attempt,false,,128,131,"[""mock-83265-81ed4937-evt-000128"",""mock-83265-81ed4937-evt-000129"",""mock-83265-81ed4937-evt-000130"",""mock-83265-81ed4937-evt-000131""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000016_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000016-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000016_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000016_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000016_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000016_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000016_response.txt""]",run/state/turn_0010.json,RB-009-011,"[""routine-turn-management""]",true,true,"OpenAI GPT 5.5 chose end_turn in POST_TURN_ACTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000016"",""E-ACT-000016"",""E-ATT-000016-A0"",""E-EVT-000128"",""E-EVT-000129"",""E-EVT-000130"",""E-EVT-000131""]"
mock-83265-81ed4937-dec-000017,11,0,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,mock-83265-81ed4937-dec-000017,buy_property,{},applied,true,1,0,0,first_attempt,false,,136,141,"[""mock-83265-81ed4937-evt-000136"",""mock-83265-81ed4937-evt-000137"",""mock-83265-81ed4937-evt-000138"",""mock-83265-81ed4937-evt-000139"",""mock-83265-81ed4937-evt-000140"",""mock-83265-81ed4937-evt-000141""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000017_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000017-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000017_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000017_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000017_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000017_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000017_response.txt""]",run/state/turn_0011.json,RB-009-011,"[""buy-property"",""cash-changed"",""property-purchased""]",true,true,"Claude Opus 4.8 chose buy_property in BUY_OR_AUCTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000017"",""E-ACT-000017"",""E-ATT-000017-A0"",""E-EVT-000136"",""E-EVT-000137"",""E-EVT-000138"",""E-EVT-000139"",""E-EVT-000140"",""E-EVT-000141""]"
mock-83265-81ed4937-dec-000018,11,1,Claude Opus 4.8,POST_TURN_ACTION_DECISION,mock-83265-81ed4937-dec-000018,end_turn,{},applied,true,1,0,0,first_attempt,false,,142,145,"[""mock-83265-81ed4937-evt-000142"",""mock-83265-81ed4937-evt-000143"",""mock-83265-81ed4937-evt-000144"",""mock-83265-81ed4937-evt-000145""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000018_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000018-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000018_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000018_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000018_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000018_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000018_response.txt""]",run/state/turn_0011.json,RB-009-011,"[""routine-turn-management""]",true,true,"Claude Opus 4.8 chose end_turn in POST_TURN_ACTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000018"",""E-ACT-000018"",""E-ATT-000018-A0"",""E-EVT-000142"",""E-EVT-000143"",""E-EVT-000144"",""E-EVT-000145""]"
mock-83265-81ed4937-dec-000019,12,0,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,mock-83265-81ed4937-dec-000019,buy_property,{},applied,true,1,0,0,first_attempt,false,,151,156,"[""mock-83265-81ed4937-evt-000151"",""mock-83265-81ed4937-evt-000152"",""mock-83265-81ed4937-evt-000153"",""mock-83265-81ed4937-evt-000154"",""mock-83265-81ed4937-evt-000155"",""mock-83265-81ed4937-evt-000156""]","[""run/decisions.jsonl"",""run/prompts/decision_mock-83265-81ed4937-dec-000019_user.json""]",run/decisions.jsonl,run/actions.jsonl,"[""E-ATT-000019-A0""]","[""run/prompts/decision_mock-83265-81ed4937-dec-000019_user.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000019_response.json"",""run/prompts/decision_mock-83265-81ed4937-dec-000019_parsed.json"",""quality_check/decision_mock-83265-81ed4937-dec-000019_request.txt"",""quality_check/decision_mock-83265-81ed4937-dec-000019_response.txt""]",run/state/turn_0012.json,RB-012-014,"[""buy-property"",""cash-changed"",""property-purchased""]",true,true,"Gemini 3.1 Pro Preview chose buy_property in BUY_OR_AUCTION_DECISION; 1 attempt(s), 0 invalid, fallback=False.","[""E-DEC-000019"",""E-ACT-000019"",""E-ATT-000019-A0"",""E-EVT-000151"",""E-EVT-000152"",""E-EVT-000153"",""E-EVT-000154"",""E-EVT-000155"",""E-EVT-000156""]"
