call_index,run_id,decision_id,attempt_index,turn_index,decision_type,player_id,openrouter_model_id,model_display_name,finish_reason,accounting_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,cached_tokens,cost,latency_ms,retry_used,fallback_used,fallback_reason,error_type,openrouter_status_code,generation_id
10,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000010,0,3,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2066,434,298,2500,1280,0.01759,13713,False,False,,,200,gen-1783946130-sXKM0dyyVQalaCGAawb2
11,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000011,0,3,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2483,390,301,2873,128,0.00394435,7931,False,False,,,200,gen-1783946144-7zsjKyNnEECeBZgCJ3ae
12,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000012,0,3,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2271,292,221,2563,0,0.020115,9750,False,False,,,200,gen-1783946152-0p2VhbYbb6PCJxYHCL3C
13,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000013,0,4,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,3997,212,41,4209,0,0.025285,6470,False,False,,,200,gen-1783946162-eFX3Vk28qPv0TZpefQqt
14,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000014,0,4,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,4744,218,34,4962,0,0.02917,4445,False,False,,,200,gen-1783946169-Gg3dHFrEbWsxRB9NEQfB
15,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000015,0,5,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,2828,256,183,3084,0,0.008728,3927,False,False,,,200,gen-1783946173-XZfKPbULnyU0FQ8eWXb2
16,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000016,0,6,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2563,300,219,2863,192,0.00375215,7285,False,False,,,200,gen-1783946178-UgD2iJ8JGDhhqXXjH9LD
17,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000017,0,6,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3035,310,252,3345,192,0.00436715,5944,False,False,,,200,gen-1783946185-Wa5rKl94JDfbphY1oHHB
18,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000018,0,7,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2691,678,516,3369,0,0.033795,20925,False,False,,,200,gen-1783946191-P2V5VObUGOzFjWqzcR7z
19,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000019,0,7,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3148,407,312,3555,576,0.0043477,8491,False,False,,,200,gen-1783946212-7qc7hAlDwKKKVoGPptkD
20,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000020,0,7,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2841,675,516,3516,0,0.034455,23533,False,False,,,200,gen-1783946221-9ekVRG7bbwQZgGVSTjcS
21,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000021,0,7,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5417,281,37,5698,0,0.03411,5371,False,False,,,200,gen-1783946245-DqkoWfl2Z0KIz5mHphrC
22,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000022,0,7,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2995,421,270,3416,0,0.027605,12638,False,False,,,200,gen-1783946250-d5H7F0Y98spvkZgYuYQU
23,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000023,0,7,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3284,501,369,3785,0,0.01258,6633,False,False,,,200,gen-1783946263-q3QTsEBKE2AcN8bcHwc5
24,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000024,0,7,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3126,201,118,3327,0,0.02166,6820,False,False,,,200,gen-1783946270-cPGjwDYFYEVKGdFXUMle
25,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000025,0,8,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5346,286,56,5632,0,0.03388,6282,False,False,,,200,gen-1783946277-K3fyV2azgiv0HYQfVJYF
26,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000026,0,8,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6030,309,70,6339,0,0.037875,8066,False,False,,,200,gen-1783946283-zYMvv7p8ejnPTQhTdHIE
27,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000027,0,9,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3153,206,123,3359,0,0.008778,3857,False,False,,,200,gen-1783946292-uKKExe0S6oAXV7IUlVIe
28,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000028,0,9,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3514,291,219,3805,0,0.01052,4276,False,False,,,200,gen-1783946296-6pkL2l7OFMWXsKpEsuNR
29,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000029,0,10,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3440,544,429,3984,192,0.0054584,10614,False,False,,,200,gen-1783946300-x3JnHuglRNskBNW81RWh
30,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000030,0,11,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3043,675,516,3718,0,0.035465,24025,False,False,,,200,gen-1783946311-GAXOiggrNF0WqXhfHiAe
31,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000031,0,11,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3405,553,425,3958,0,0.013446,6231,False,False,,,200,gen-1783946336-Aaj9ekkEmFdtInRJaePG
32,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000032,0,11,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3154,679,516,3833,0,0.03614,23081,False,False,,,200,gen-1783946342-t9Mq1XFzHTP9NoMDLnDR
33,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000033,0,11,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6044,259,30,6303,0,0.036695,7454,False,False,,,200,gen-1783946366-jKLw4Ki04fu1ZsEUTEGO
34,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000034,0,11,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3320,689,516,4009,0,0.03727,23799,False,False,,,200,gen-1783946373-Y3ze4DNtX7ZLQVZCAPfU
35,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000035,0,11,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3610,537,426,4147,576,0.0052502,10272,False,False,,,200,gen-1783946397-9zxUgs0vkmdFDR7s5W2P
36,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000036,0,11,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3453,292,210,3745,0,0.026025,10228,False,False,,,200,gen-1783946408-xeAjBeJ4XTfPI7vmpBI0
37,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000037,0,12,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6461,303,85,6764,0,0.03988,6573,False,False,,,200,gen-1783946418-Z5crg9PEQxariAuEvPJ7
38,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000038,0,13,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5954,252,59,6206,0,0.03607,5183,False,False,,,200,gen-1783946425-W9YWaHrV3VsPyTnVMFtW
39,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000039,0,13,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6517,281,63,6798,0,0.03961,7264,False,False,,,200,gen-1783946432-GW9gg1X065wsWXNF6IRH
40,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000040,0,14,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3347,429,327,3776,0,0.011842,5022,False,False,,,200,gen-1783946438-iXSlBtMaK7XCP5uh1ZOp
41,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000041,0,14,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3725,410,327,4135,0,0.01237,5378,False,False,,,200,gen-1783946443-2sYlRXovjiXhaaXSpPC2
42,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000042,0,15,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,stop,actual_openrouter_usage,3236,14,14,3250,128,0.0039456,8988,True,False,,,200,gen-1783946449-t7o72Lok6HkGhcuGZUWR
43,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000042,1,15,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3264,213,129,3477,192,0.0044109,5003,True,False,,,200,gen-1783946458-DPmKGjGogKPz6x1OVnYU
44,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000043,0,15,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3657,421,337,4078,576,0.00501895,7449,False,False,,,200,gen-1783946463-tsKuhGZF6DjIfmADrbwU
45,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000044,0,17,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5835,521,65,6356,0,0.0422,9673,False,False,,,200,gen-1783946471-fFHmHS4Ek8LdQf0yqPQ6
46,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000045,0,17,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6487,491,140,6978,0,0.04471,8064,False,False,,,200,gen-1783946481-iZEZ8xvMDdEYdoiW9K17
47,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000046,0,18,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3773,737,606,4510,0,0.01639,8283,False,False,,,200,gen-1783946489-9ldHcmNmnkssIFzpTQYD
48,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000047,0,19,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3676,468,391,4144,1024,0.0046898,8028,False,False,,,200,gen-1783946498-wAUhORCeejuSGczhyvug
49,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000048,0,20,JAIL_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3083,224,140,3307,0,0.022135,6109,False,False,,,200,gen-1783946506-y3BaANGrhi4Ep3iKPcLW
50,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000049,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3075,680,516,3755,0,0.035775,22043,False,False,,,200,gen-1783946512-hemPBcYp7rVWU9VWAMEI
51,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000050,0,20,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6114,392,94,6506,0,0.04037,12905,False,False,,,200,gen-1783946534-alCZn7gW2AiAKcdHslAP
52,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000051,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3093,1200,1034,4293,0,0.051465,39741,False,False,,,200,gen-1783946548-UnnSQ2djlZV9eADTQoQI
53,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000052,0,20,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3626,798,640,4424,0,0.016828,8173,False,False,,,200,gen-1783946588-iObX5NLnfiawUdn8TgS2
54,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000053,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3218,678,516,3896,0,0.03643,21994,False,False,,,200,gen-1783946596-W5vZr2kKciEvyg2168R1
55,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000054,0,20,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3644,586,495,4230,192,0.0058184,7554,False,False,,,200,gen-1783946619-D6XzL9aGjBit8rPqyTQK
56,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000055,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3331,683,516,4014,0,0.037145,21279,False,False,,,200,gen-1783946626-oIQrM83gnscD9Yx0m971
57,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000056,0,20,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6703,330,49,7033,0,0.041765,8143,False,False,,,200,gen-1783946648-1ZQazx5nQNnlB8GDivQr
58,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000057,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3474,670,516,4144,0,0.03747,23677,False,False,,,200,gen-1783946656-ZG5nAM06zyrG3RRKApvJ
59,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000058,0,20,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6882,1181,203,8063,0,0.063935,18671,True,False,,,200,gen-1783946680-hm76iTvQfnvQ9bIUtxkB
60,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000058,1,20,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,7457,548,93,8005,0,0.050985,7776,True,False,,,200,gen-1783946699-v2gr7qVN6w8LHWth98MH
61,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000059,0,20,TRADE_RESPONSE_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3615,662,516,4277,0,0.037935,13332,False,False,,,200,gen-1783946707-HIvFCY1E1tBHrYlVHxqa
62,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000060,0,20,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,7221,585,96,7806,0,0.05073,10420,False,False,,,200,gen-1783946721-iR7JOx8kbS4JfWlsNQA9
63,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000061,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3698,626,465,4324,0,0.03727,18334,False,False,,,200,gen-1783946731-hoG2OD0EiNuxHrWIS4Xa
64,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000062,0,20,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,4274,389,241,4663,0,0.013216,5540,False,False,,,200,gen-1783946750-QvUnpxS7aDHIwuZAMWk3
65,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000063,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3780,679,516,4459,0,0.03927,20620,False,False,,,200,gen-1783946756-j5BNWnmUlf8PZXfk3j6G
66,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000064,0,20,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,4404,351,228,4755,0,0.01302,5399,False,False,,,200,gen-1783946777-TxQ6Vggg60WcuofjJkrG
67,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000065,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3911,422,342,4333,0,0.032215,14457,False,False,,,200,gen-1783946782-qDRzfF194j8zWsrDjgL9
68,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000066,0,21,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,7053,421,83,7474,0,0.04579,7085,False,False,,,200,gen-1783946797-MAaLHyIdZAENBj604gYi
69,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000067,0,21,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,7732,329,73,8061,0,0.046885,9601,False,False,,,200,gen-1783946804-L06pmD2T6RtnvpFX3fjX
70,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000068,0,22,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,7126,452,52,7578,0,0.04693,8559,False,False,,,200,gen-1783946814-NcZQAu4fi0MBFLMDG1E3
71,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000069,0,22,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,7846,269,52,8115,0,0.045955,6069,False,False,,,200,gen-1783946823-KDjK4009J91YQDpMX3i9
72,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000070,0,23,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,4499,569,477,5068,0,0.015826,7231,False,False,,,200,gen-1783946829-6DvdP1uP77sKNhnPdpFI
73,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000071,0,24,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,stop,actual_openrouter_usage,3732,654,580,4386,192,0.0060984,10696,True,False,,,200,gen-1783946837-eLeToyw8SXEHSSce2UIE
74,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000071,1,24,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3760,369,269,4129,192,0.0054209,8528,True,False,,,200,gen-1783946848-wFEw7eglR2UJVDdGHVwH
75,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000072,0,24,AUCTION_BID_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3506,345,255,3851,0,0.02788,8317,False,False,,,200,gen-1783946857-0X2u5Ejs3JxULWeVyYsw
76,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000073,0,24,AUCTION_BID_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6869,453,85,7322,0,0.04567,8476,False,False,,,200,gen-1783946865-yCp8OgfjeSrzdHaMHex5
77,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000074,0,24,AUCTION_BID_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3978,342,259,4320,0,0.01206,5312,False,False,,,200,gen-1783946874-m8MmYJVxin5UGFg2qbnY
78,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000075,0,24,AUCTION_BID_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3676,304,248,3980,576,0.0047502,6569,False,False,,,200,gen-1783946879-bCPMJp45ZOeYO4dswHNM
79,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000076,0,24,AUCTION_BID_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3431,210,122,3641,0,0.023455,4798,False,False,,,200,gen-1783946886-JgV0nLFQXIXmK9ui7snE
80,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000077,0,24,AUCTION_BID_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3901,438,342,4339,0,0.013058,6530,False,False,,,200,gen-1783946891-F8L6df3q7KPEYowEEz3B
81,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000078,0,24,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3751,558,475,4309,128,0.00594935,10405,False,False,,,200,gen-1783946898-bDua7LaCPMcwMF8o6kCk
82,mock-2413970733-53b199c1,mock-2413970733-53b199c1-dec-000079,0,25,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3643,415,330,4058,128,0.00545685,8523,False,False,,,200,gen-1783946910-FymKYyrJo9bzSXpQcrtM
