call_index,run_id,decision_id,attempt_index,turn_index,decision_type,player_id,openrouter_model_id,model_display_name,finish_reason,accounting_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,cached_tokens,cost,latency_ms,retry_used,fallback_used,fallback_reason,error_type,openrouter_status_code,generation_id
40,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000039,0,16,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3173,572,505,3745,0,0.033025,10754,False,False,,,200,gen-1784089475-2VuUBMfvNovBes7c95pC
41,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000040,0,17,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5773,978,178,6751,0,0.053315,14084,False,False,,,200,gen-1784089486-vtkwPIkX9uGFgxYwqnOy
42,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000041,0,18,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5784,410,116,6194,0,0.03917,10626,False,False,,,200,gen-1784089500-UIr0hgIf6sToX1k671ef
43,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000042,0,19,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3068,357,259,3425,0,0.01042,4451,False,False,,,200,gen-1784089511-iI5zohaRTykbMMMC9MIT
44,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000043,0,19,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3471,426,352,3897,0,0.012054,5313,False,False,,,200,gen-1784089516-8Ny2J7jq5dG9SHCWsttw
45,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000044,0,20,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3079,468,385,3547,128,0.00488435,9397,False,False,,,200,gen-1784089521-hBHRnU6jKCFGgqHL1KIj
46,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000045,0,20,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2970,362,276,3332,192,0.0044159,9568,False,False,,,200,gen-1784089531-BFUsYbZHN3HmDTDBi034
47,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000046,0,20,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3366,633,579,3999,576,0.0051852,13911,False,False,,,200,gen-1784089541-bVXToWNR3nT1q7XonWeN
48,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000047,0,21,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2856,654,516,3510,0,0.0339,13189,False,False,,,200,gen-1784089555-zUQFY28h0c1LIR5c3IV0
49,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000048,0,21,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3313,345,267,3658,192,0.00480215,9361,False,False,,,200,gen-1784089568-WC7rGEsJ75L5DVza3ITN
50,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000049,0,21,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2925,655,516,3580,0,0.034275,13029,False,False,,,200,gen-1784089578-XXSbpdZlj3q1nzt6PsP8
51,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000050,0,21,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3344,673,561,4017,0,0.014764,7838,False,False,,,200,gen-1784089591-unF6h7gqO9D8kUAhV9rj
52,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000051,0,21,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2992,660,516,3652,0,0.03476,11353,False,False,,,200,gen-1784089599-5AQKN632jvtTezvBJTmB
53,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000052,0,21,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3443,401,301,3844,0,0.011698,7329,False,False,,,200,gen-1784089612-jbk0y1PIIJQOgp8B54ez
54,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000053,0,21,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3087,594,516,3681,0,0.033255,12419,False,False,,,200,gen-1784089618-jBN9drpBn0kX4YkTorUm
55,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000054,0,22,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5263,257,51,5520,0,0.03274,5691,False,False,,,200,gen-1784089634-prHCfN1LaoWM7lWZdhIP
56,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000055,0,22,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5968,668,182,6636,0,0.04654,10148,False,False,,,200,gen-1784089640-RwPluhJH5XZRQhgYdPz2
57,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000056,0,23,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3598,582,502,4180,0,0.01418,7248,False,False,,,200,gen-1784089650-1T0mF8AvyjswWkk7TwuY
58,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000057,0,24,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3590,231,149,3821,0,0.009952,3413,False,False,,,200,gen-1784089658-OA6gdEY9Al2JtxxV8Lkh
59,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000058,0,25,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3208,387,281,3595,128,0.0048431,10510,False,False,,,200,gen-1784089661-ixWCO7LUGochWhDXiXDK
60,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000059,0,25,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3600,1123,972,4723,192,0.0071059,20684,False,False,,,200,gen-1784089672-zX2zDvepGJU1C7IwmHXX
61,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000060,0,25,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6078,475,89,6553,0,0.042265,7872,False,False,,,200,gen-1784089693-AIo6CNtvMcObFaa3zilM
62,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000061,0,25,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3656,428,379,4084,128,0.0055056,6949,False,False,,,200,gen-1784089701-p7zEPah0G7tS32RJv5Vq
63,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000062,0,26,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3196,599,516,3795,0,0.03395,15330,False,False,,,200,gen-1784089708-3Cit6pfI5L2o000hAM5S
64,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000063,0,27,BUY_OR_AUCTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,5706,403,58,6109,0,0.038605,7451,False,False,,,200,gen-1784089724-c6mqKq9BA3wYAcLIi1oh
65,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000064,0,27,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6310,512,143,6822,0,0.04435,8675,False,False,,,200,gen-1784089731-93mvlTczTg0igOummONh
66,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000065,0,28,BUY_OR_AUCTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3347,243,171,3590,0,0.00961,4725,False,False,,,200,gen-1784089740-RahqUdUZFl4GWzSczEeO
67,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000066,0,28,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3674,535,425,4209,0,0.013768,7160,False,False,,,200,gen-1784089745-pbBYyx7HOroeA9kGBHhw
68,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000067,0,29,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3255,336,266,3591,192,0.00470715,7954,False,False,,,200,gen-1784089752-OtzzPz6xvjL31swUSGhi
69,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000068,0,29,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3598,784,581,4382,128,0.0063231,13456,False,False,,,200,gen-1784089760-d0dykZzEd3m4tEpavW6J
70,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000069,0,29,TRADE_RESPONSE_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6183,512,71,6695,0,0.043715,9409,False,False,,,200,gen-1784089774-sKWpbXpLF12RKipDU8Ix
71,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000070,0,29,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,stop,actual_openrouter_usage,3623,386,323,4009,192,0.00529215,5825,True,False,,,200,gen-1784089784-TOs4kI60qGPHh6pUNfar
72,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000070,1,29,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3651,437,375,4088,1024,0.00458105,8294,True,False,,,200,gen-1784089790-MOXfZPMOkt6IuguOH5Yu
73,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000071,0,30,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,2994,126,48,3120,0,0.01875,2992,False,False,,,200,gen-1784089798-blOrEPNbNcRoc6Ck59sN
74,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000072,0,30,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3182,667,516,3849,0,0.03592,12782,False,False,,,200,gen-1784089802-ZRF4Mq4YzSwtdbhh05SF
75,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000073,0,30,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3554,634,498,4188,192,0.0058259,12891,False,False,,,200,gen-1784089815-ashr4q5kKo0lxVloeKQl
76,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000074,0,30,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3292,1093,955,4385,0,0.04925,20668,False,False,,,200,gen-1784089828-UL6dMx1uYwJ62LL6Rdeb
77,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000075,0,30,TRADE_RESPONSE_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3752,446,348,4198,0,0.012856,5618,False,False,,,200,gen-1784089849-HHAy9C7rJS7T9Myxh4EO
78,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000076,0,30,POST_TURN_ACTION_DECISION,OpenAI GPT 5.5,openai/gpt-5.5,gpt-5.5,tool_calls,actual_openrouter_usage,3370,1089,1012,4459,0,0.04952,19900,False,False,,,200,gen-1784089855-yJ6A4iT9zzJylJEbbxqL
79,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000077,0,31,POST_TURN_ACTION_DECISION,Claude Opus 4.8,anthropic/claude-opus-4.8,claude-opus-4.8,tool_calls,actual_openrouter_usage,6631,601,217,7232,0,0.04818,9703,False,False,,,200,gen-1784089875-xmqQt1Ze3WpxFR09RKnZ
80,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000078,0,32,POST_TURN_ACTION_DECISION,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview,tool_calls,actual_openrouter_usage,3830,831,732,4661,0,0.017632,8611,False,False,,,200,gen-1784089885-3nIyOvbNINpldpgw8R6I
81,mock-1038910349-f66fa07c,mock-1038910349-f66fa07c-dec-000079,0,33,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3335,512,425,3847,192,0.00524715,11855,False,False,,,200,gen-1784089894-L0XsGUygLt527N0PDC9M
