call_index,run_id,decision_id,attempt_index,turn_index,decision_type,player_id,openrouter_model_id,model_display_name,finish_reason,accounting_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,cached_tokens,cost,latency_ms,retry_used,fallback_used,fallback_reason,error_type,openrouter_status_code,generation_id
10,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000010,0,8,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,2246,793,699,3039,0,0.010506,4949,False,False,,,200,gen-1782791235-F6Nkf6MrHDyaCIMW7MTq
11,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000011,0,9,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2117,438,370,2555,128,0.00360685,10567,False,False,,,200,gen-1782791241-5fGulioFnmKh1Pnes4QJ
12,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000012,0,9,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2575,415,346,2990,128,0.00412185,8687,False,False,,,200,gen-1782791251-uA9GRHxI75JVRQDlOGuz
13,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000013,0,10,JAIL_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2074,443,373,2517,0,0.003549,6011,False,False,,,200,gen-1782791260-BjwRN6crXGOPuioN2qYv
14,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000014,0,10,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2331,129,67,2460,0,0.00232875,1970,False,False,,,200,gen-1782791266-PS8yqVjoVeKYys2c1qtL
15,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000015,0,11,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3396,1179,640,4575,0,0.009291,11489,False,False,,,200,gen-1782791268-dUUZRVk49w5rp0aiICZQ
16,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000016,0,12,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,2422,236,143,2658,0,0.005757,1900,False,False,,,200,gen-1782791280-aeOJMZxeyq7BrV8zjTjI
17,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000017,0,12,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,2849,424,312,3273,0,0.0080895,2859,False,False,,,200,gen-1782791282-RuPiyviC7YwkHcjHGfZn
18,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000018,0,14,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2343,127,56,2470,0,0.00232875,2133,False,False,,,200,gen-1782791285-NGH4989VrYNJIC80fujL
19,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000019,0,14,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2583,272,211,2855,0,0.00316125,2762,False,False,,,200,gen-1782791288-P2fA1DSesWIcY58UZpCD
20,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000020,0,16,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,2957,513,410,3470,0,0.0090525,3403,False,False,,,200,gen-1782791291-CSsXluGUVPMmfot6eyLB
21,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000021,0,17,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2543,594,533,3137,128,0.00452935,13319,False,False,,,200,gen-1782791294-wXr7AhAi6QFdQzFjFQUr
22,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000022,0,18,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2454,266,181,2720,0,0.0030375,3177,False,False,,,200,gen-1782791308-MyWBNoWIqIjG78YEXXxZ
23,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000023,0,18,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2711,105,48,2816,0,0.00250575,6449,False,False,,,200,gen-1782791311-FpYAXZ4uP2cQlHxn96RN
24,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000024,0,19,JAIL_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3180,1102,514,4282,0,0.00869,12173,False,False,,,200,gen-1782791317-FCPRDRkwVpCWHEICVUMS
25,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000025,0,19,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3680,1491,691,5171,0,0.011135,15393,False,False,,,200,gen-1782791330-CetorETzhOoS6JeL04Ao
26,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000026,0,20,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,2793,270,158,3063,0,0.0066195,2066,False,False,,,200,gen-1782791345-HGWdA2mFidHNdEeqGwQF
27,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000027,0,20,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3233,639,522,3872,0,0.0106005,3951,False,False,,,200,gen-1782791348-503A7UZxri0SglUVUg8o
28,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000028,0,21,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2664,455,384,3119,128,0.0043331,9104,False,False,,,200,gen-1782791352-fFZCaD35lX3FjPi7Plgf
29,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000029,0,22,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2782,141,76,2923,0,0.002721,2172,False,False,,,200,gen-1782791361-KTt1RKOw1MIKdd5ymNbZ
30,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000030,0,23,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3791,1449,708,5240,0,0.011036,15375,False,False,,,200,gen-1782791364-xJGhPfXMg3Yf4yaddFGw
31,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000031,0,24,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3006,290,187,3296,0,0.007119,2233,False,False,,,200,gen-1782791379-gnhx7J8ip33akduBaWhQ
32,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000032,0,24,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3447,469,361,3916,0,0.0093915,3062,False,False,,,200,gen-1782791382-e1q0ETD7ZCgsA1LINMQk
33,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000033,0,25,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2744,574,491,3318,128,0.0047306,13536,False,False,,,200,gen-1782791385-h9p0eflx9pQYoY5s2knG
34,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000034,0,25,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2719,395,308,3114,128,0.00425185,8755,False,False,,,200,gen-1782791398-KJw0kqeUCZxX2mFuYxc7
35,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000035,0,25,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3205,485,402,3690,128,0.00508435,11160,False,False,,,200,gen-1782791407-aP2mwecRaFvfo7vbdzM6
36,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000036,0,26,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2874,190,123,3064,0,0.0030105,2872,False,False,,,200,gen-1782791419-RfpY6hDsT2fgFPCYGkXk
37,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000037,0,27,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3520,1498,780,5018,0,0.01101,15958,False,False,,,200,gen-1782791422-zZUfcSb3Bjnne38ZGacT
38,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000038,0,27,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4036,1401,764,5437,0,0.011041,14473,False,False,,,200,gen-1782791438-Dut2r29ZgmVsygstqnoR
39,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000039,0,28,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3562,578,476,4140,0,0.010545,5242,False,False,,,200,gen-1782791452-XulLboRWwl6rm3bMvj15
40,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000040,0,29,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3286,632,555,3918,512,0.0051499,13782,False,False,,,200,gen-1782791458-XfyD3s7eBwN9J5QxP1l1
41,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000041,0,30,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2721,182,126,2903,0,0.00285975,3003,False,False,,,200,gen-1782791472-wrGDVNUkN8kO3Xegvokd
42,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000042,0,30,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2924,198,136,3122,0,0.003084,2955,False,False,,,200,gen-1782791475-4ON68DbCpv4xPfm3jfVi
43,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000043,0,31,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3719,1157,733,4876,0,0.009504,14645,False,False,,,200,gen-1782791478-2Ci66xmuFKgXGnwObFzO
44,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000044,0,31,AUCTION_BID_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3322,672,577,3994,0,0.011031,3987,False,False,,,200,gen-1782791494-D4yksNZXSTCy3F7AP5Tw
45,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000045,0,31,AUCTION_BID_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3038,705,637,3743,128,0.0054256,12603,False,False,,,200,gen-1782791498-zInsptulbAxJsjhlP0CA
46,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000046,0,31,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2856,521,446,3377,0,0.0044865,6875,False,False,,,200,gen-1782791510-3ls5UQA4R3pN6udq2x84
47,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000047,0,31,AUCTION_BID_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3954,1185,708,5139,0,0.009879,13046,False,False,,,200,gen-1782791517-Wq9UGlzF3cQbjOU6qUT3
48,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000048,0,31,AUCTION_BID_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3476,348,242,3824,0,0.008346,2696,False,False,,,200,gen-1782791531-Nytqq3JhrxutwGotZAi9
49,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000049,0,31,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2941,1330,1264,4271,0,0.00819075,13592,False,False,,,200,gen-1782791533-oo88IXguIAK6ep0Xk1dJ
50,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000050,0,31,AUCTION_BID_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3531,307,194,3838,0,0.0080595,3677,False,False,,,200,gen-1782791547-vuTLwy7OX5EMEEgh1qgA
51,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000051,0,31,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3011,1603,1527,4614,0,0.00947175,15759,False,False,,,200,gen-1782791551-2JAyC4fCytNH3qQAYh0k
52,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000052,0,31,AUCTION_BID_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3631,406,298,4037,0,0.0091005,10931,False,False,,,200,gen-1782791567-BT6k7ENfNYlQNdkPVThZ
53,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000053,0,31,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3096,1097,1005,4193,0,0.0072585,11349,False,False,,,200,gen-1782791578-PgqTn07dnIzsqCAAS22B
54,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000054,0,31,AUCTION_BID_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3710,489,328,4199,0,0.009966,3348,False,False,,,200,gen-1782791589-D0wWVObb0oOu0IZAeCRB
55,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000055,0,31,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3207,1246,1169,4453,0,0.00801225,12951,False,False,,,200,gen-1782791593-qvlLINHbYuDOsgR8dUc4
56,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000056,0,31,AUCTION_BID_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3839,651,525,4490,0,0.0116175,4163,False,False,,,200,gen-1782791606-wMpwu4wUsnsyAkl1GTdK
57,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000057,0,31,AUCTION_BID_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3261,823,738,4084,0,0.00614925,10732,False,False,,,200,gen-1782791610-TNK8coL18ecFIJIlDQvp
58,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000058,0,31,AUCTION_BID_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3939,773,624,4712,0,0.0128655,4737,False,False,,,200,gen-1782791621-VvXV0gWBAJt8aAQwCUFk
59,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000059,0,31,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4376,2578,913,6954,0,0.017266,24703,False,False,,,200,gen-1782791626-4EaDeFfeZTwFRI92ETiq
60,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000060,0,31,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3159,2092,1983,5251,0,0.01178325,19314,False,False,,,200,gen-1782791651-qAahSi85QrLzlVrg6JRZ
61,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000061,0,31,TRADE_RESPONSE_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4447,3499,1397,7946,0,0.021942,36896,False,False,,,200,gen-1782791670-qvEfczZCqCWszaQkMyYn
62,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000062,0,31,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4503,1829,718,6332,0,0.013648,17461,False,False,,,200,gen-1782791707-OgW5uFxnIg0oCe1DqGz0
63,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000063,0,32,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3626,373,273,3999,0,0.008796,2676,False,False,,,200,gen-1782791727-Xe0uTWVSXITBdybwijQl
64,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000064,0,32,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3987,1294,1017,5281,0,0.0176265,6846,False,False,,,200,gen-1782791729-jvrwwJXigr0ky64Fo3YW
65,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000065,0,32,TRADE_RESPONSE_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3244,325,255,3569,0,0.0038955,4184,False,False,,,200,gen-1782791736-1HFdtkbY0PIFVDAWDAqy
66,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000066,0,32,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,4102,1246,1009,5348,0,0.017367,6883,False,False,,,200,gen-1782791741-GlXBUhsvBIDxgBd10ykO
67,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000067,0,32,TRADE_RESPONSE_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4593,951,617,5544,0,0.009348,10655,False,False,,,200,gen-1782791748-IzzVYVPRVNuQsflgOIHj
68,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000068,0,32,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,4208,1460,1237,5668,0,0.019452,7488,False,False,,,200,gen-1782791759-iSPUVHuONLEdAshtyoDC
69,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000069,0,32,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3684,420,337,4104,128,0.0055206,10582,False,False,,,200,gen-1782791766-jPXdveky1ML9VijJEp3B
70,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000070,0,32,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,4290,963,853,5253,0,0.015102,5413,False,False,,,200,gen-1782791777-x5pPjZUckqQxSadLKTKE
71,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000071,0,33,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3767,488,429,4255,128,0.00579435,10175,False,False,,,200,gen-1782791783-S9avTj4pY43cBkNAt5Lh
72,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000072,0,34,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3233,127,65,3360,0,0.00299625,2116,False,False,,,200,gen-1782791793-qkzANgws74IyIz8oM3au
73,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000073,0,34,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3430,271,197,3701,0,0.003792,2228,False,False,,,200,gen-1782791795-F9SBhpK217BGBJ4TYByK
74,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000074,0,35,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4689,1372,601,6061,0,0.011549,15250,False,False,,,200,gen-1782791798-PrHNNwx0gJZfnBQ6lR3J
75,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000075,0,36,BUY_OR_AUCTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,3861,250,148,4111,0,0.0080415,2098,False,False,,,200,gen-1782791813-Fp8E0ImccIvrS2vUKpkx
76,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000076,0,36,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,4210,1540,1284,5750,0,0.020175,7750,False,False,,,200,gen-1782791815-iIoW3RdxUqmnM4VcAbfz
77,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000077,0,36,TRADE_RESPONSE_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4681,1401,710,6082,0,0.011686,16781,False,False,,,200,gen-1782791825-0mUx0Yj3NascebFV7GMi
78,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000078,0,36,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,4328,1375,1095,5703,0,0.018867,7349,False,False,,,200,gen-1782791840-ZZYP4WmxvBp6zJoxr7hy
79,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000079,0,36,TRADE_RESPONSE_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4831,1319,686,6150,0,0.011426,13475,False,False,,,200,gen-1782791848-Mz4Niz6XoNNuOO6oCtaL
80,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000080,0,36,POST_TURN_ACTION_DECISION,Gemini 3.5 Flash,google/gemini-3.5-flash,gemini-3.5-flash,tool_calls,actual_openrouter_usage,4535,1580,1307,6115,0,0.0210225,8144,False,False,,,200,gen-1782791861-IlTop0NzoNFbv66t7Z6F
81,mock-64394-c3bb8d94,mock-64394-c3bb8d94-dec-000081,0,36,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3976,677,588,4653,128,0.0065281,13520,False,False,,,200,gen-1782791870-pXl2VXdzEQMGdHVcyQgK
